bedrooms,bathrooms,bathroomsFull,bathroomsThreeQuarter,bathroomsHalf,bathroomsOneQuarter,bathroomsPartial,mainLevelBathrooms,rooms,basement,flooring,heating,hasHeating,cooling,hasCooling,appliances,laundryFeatures,fireplaces,fireplaceFeatures,hasFireplace,furnished,commonWalls,buildingArea,livingArea,aboveGradeFinishedArea,belowGradeFinishedArea,parking,parkingFeatures,garageSpaces,coveredSpaces,hasAttachedGarage,hasGarage,openParkingSpaces,hasOpenParking,carportSpaces,hasCarport,otherParking,accessibilityFeatures,levels,stories,entryLevel,entryLocation,hasPrivatePool,hasSpa,spaFeatures,exteriorFeatures,patioAndPorchFeatures,fencing,view,hasView,hasWaterfrontView,waterfrontFeatures,frontageType,frontageLength,topography,woodedArea,vegetation,canRaiseHorses,lotSize,lotSizeDimensions,otherStructures,additionalParcelsDescription,hasAdditionalParcels,parcelNumber,hasAttachedProperty,hasLandLease,landLeaseAmount,zoning,zoningDescription,homeType,architecturalStyle,constructionMaterials,foundationDetails,roofType,windowFeatures,propertyCondition,isNewConstruction,yearBuiltEffective,builderModel,hasHomeWarranty,electric,hasElectricOnProperty,gas,sewer,waterSources,utilities,greenBuildingVerificationType,greenEnergyEfficient,greenIndoorAirQuality,greenSustainability,greenWaterConservation,numberOfUnitsInCommunity,numberOfUnitsVacant,storiesTotal,hasPetsAllowed,hasRentControl,buildingFeatures,structureType,buildingName,elementarySchool,elementarySchoolDistrict,middleOrJuniorSchool,middleOrJuniorSchoolDistrict,highSchool,highSchoolDistrict,securityFeatures,communityFeatures,isSeniorCommunity,cityRegion,listingId,buildingAreaSource,otherFacts,zipcode,streetAddress,city,state,latitude,longitude,price,homeStatus,photoCount,imageId,imageIdCount,description
2,1,1,0,0,0,,,[],,,"['Baseboard', 'Other']",True,['Wall'],True,,,,,True,False,,,720.0,,,,['Detached Garage'],4,,False,True,,False,,False,,,,,,,,,,['Wood'],,,['Water'],True,True,,,,,,,False,1.63 acres,,,,False,,False,False,,,,Single Family,,,,Asphalt,,,False,,,False,,,,,,,,,,,,,,,True,False,,,,,316-Greenway,,316-Greenway,,316-Greenway,,,False,Bovey,5473828,,"[{'name': 'CONSTRUCTION', 'value': 'Frame/Wood'}, {'name': 'INTERIOR FEATURES', 'value': 'Natural Woodwork, Drywall, High Speed Internet Avail, Cable Ready, Paneled Walls'}, {'name': 'LOT DESCRIPTION', 'value': 'Level, Rolling, Wooded, High'}, {'name': 'ROOF', 'value': 'Asphalt, Shingle'}, {'name': 'BASEMENT', 'value': 'Crawl Space'}, {'name': 'SECONDARY HEAT SOURCE', 'value': 'Wood'}, {'name': 'SEWER', 'value': 'Public'}, {'name': 'ELECTRIC', 'value': '100 Amps'}, {'name': 'WATER', 'value': 'Public'}, {'name': 'GARAGE TYPE', 'value': 'Detached'}, {'name': 'OTHER CITIES-ZONING', 'value': 'Residential'}, {'name': 'Extra Room 1 Level', 'value': 'Main'}, {'name': 'Outbuildings (Y/N)', 'value': 'Yes'}, {'name': 'Bedroom 1 Level', 'value': 'Main'}, {'name': 'Kitchen/Dining Area Level', 'value': 'Main'}, {'name': 'Deeded Access (Y/N)', 'value': 'Yes'}, {'name': 'County', 'value': 'Itasca'}, {'name': 'DISTANCE TO GRAND RAPIDS', 'value': '0 - 5'}, {'name': 'STYLE', 'value': 'Cabin Seasonal'}, {'name': 'WATERFRONT', 'value': 'Waterfront'}, {'name': 'OUTSIDE FEATURES', 'value': 'Deck, Screen Porch, Dock, Outhouse, Boat House'}, {'name': 'POSSESSION', 'value': 'Closing'}, {'name': 'Bedroom 2 Level', 'value': 'Main'}, {'name': 'Restrictions (Y/N)', 'value': 'Yes'}, {'name': 'COOLING FEATURES', 'value': 'Ceiling Fan'}, {'name': 'EXTERIOR FINISH', 'value': 'Cedar'}, {'name': 'FIREPLACE', 'value': 'Wood, Other'}, {'name': 'EXTRA ROOMS', 'value': 'Enclosed Porch'}, {'name': 'ITASCA COUNTY-ZONING', 'value': 'Seasonal/Res.'}, {'name': 'Extra Room 1', 'value': 'Enclosed Porch'}, {'name': 'PRIMARY HEAT SYSTEM', 'value': 'Wall Heater, Baseboard'}, {'name': 'PRIMARY HEAT SOURCE', 'value': 'Electric'}, {'name': 'Type', 'value': 'SINGLE FAMILY'}]",55709,26556 Eagle View Dr,Bovey,MN,47.262631,-93.416986,244900.0,FOR_SALE,16,55709_0,7,"For sale: $244,900. Great Shoreline, elevation and location!! This Trout Lake seasonal cabin with 2 bedrooms and 1 full bath sits on a beautiful, wooded 1.63 acre lot with great lake views, and a sandy beach! The 36x40 insulated garage was build in 2015 and comes complete with a full bath, is plumbed for a kitchen, a storage room and two over head doors for easy drive through convenience. Down at the lake you'll find plenty of room for family and friends to have fun in the water. Plus there is a new boat house for your beach toys and a nice firepit for those beautiful starlit nights. This is a great family cabin, possible VRBO or make temporary living space in the garage as you build your new home. Trout Lake is gorgeous, clear, and deep!! Enjoy recreational fun by day and excellent walleye fishing by night!!"
2,3,3,0,0,0,,,[],Crawl Space,,['Baseboard'],True,,,,,,,,False,,,1084.0,,,,,1,,False,True,,False,,False,,,,,,,,,,['Vinyl'],,,,,True,,,,"Level, Rolling, Other",,,False,7.23 acres,,,,False,,False,False,,"Other, Residential-Single Family",,Single Family,,,,Asphalt,,,False,,,False,,,,"['Private', 'Holding Tanks']",,,,,,,,,,,True,False,,,,,,,,,,,,False,Bovey,5551162,,"[{'name': 'Exterior', 'value': 'Vinyl'}, {'name': 'Fuel', 'value': 'Electric'}, {'name': 'AmenitiesUnit', 'value': 'Ceiling Fan(s), Dock'}, {'name': 'HeatingDescription', 'value': 'Baseboard'}, {'name': 'Roof', 'value': 'Asphalt Shingles'}, {'name': 'Water', 'value': 'Well'}, {'name': 'OutBuildings', 'value': 'Storage Shed'}, {'name': 'PresentUse', 'value': 'Seasonal'}, {'name': 'LakeWaterfront', 'value': 'River Front, Other'}, {'name': 'GarageDescription', 'value': 'Other'}, {'name': 'FireplaceLoc', 'value': 'Other'}, {'name': 'LakeBottom', 'value': 'Undeveloped, Weeds'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}]",55709,36412 Highway 7,Bovey,MN,47.3504,-93.3643,59900.0,FOR_SALE,14,55709_1,7,"For sale: $59,900. Start up your three season family recreation where the current family is leaving off. Very nice set up for river life.  Canoeing, kayaking, boating, and fishing (locals say it is the best spot on the river....just down stream from the Lawrence Lake Conclave). Most furnishings stay.  Total of 7.3+/- acres of which 5.7 acres is across the road.  Owners  say &quot; LET'S MAKE A DEAL!"
2,2,1,0,1,0,,,,,,,,,,,,,,,False,,,1243.0,,,,,,,False,,,False,,False,,,,,,,,,,,,,,,,,,,,,,False,6.5 acres,,,,False,,False,False,,,,Single Family,,,,,,,False,,,False,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,False,Bovey,5314449,,[],55709,26926 Barnes Dr,Bovey,MN,47.360771,-93.421274,224900.0,FOR_SALE,18,55709_2,7,"For sale: $224,900. Unusual and fantastic lakeshore opportunity. A 3-4 season home plus there is a new  steel roof, entire interior has been repainted and you will love the spacious light filled kitchen, you also have a lovely loft area leading to the detached sauna, huge screened porch, there is slate floors with in-floor heat and all of this is just a few feet from the 600+ of lakeshore.  Above the heated garage is a lovely area that would be a great studio or guest room.  The garage itself has heat, sink/water and is insulated.  This property is private, with 6.5 acres on a quiet lake!"
2,3,1,0,0,2,,,[],Full,['Concrete'],['Baseboard'],True,['None'],True,,,,,True,False,,,1750.0,,,,['Detached Garage'],3,,False,True,,False,,False,,,,,,,,,,['Vinyl'],,,,,,,,,,,,False,20.03 acres,,,,False,180333302,False,False,,Residential-Single Family,,Single Family,,,['Concrete Block'],Asphalt,,,False,,,False,,,,['Private'],,,,,,,,,,,True,False,,Ranch,,,,,,,,,,False,Bovey,5499669,,"[{'name': 'Exterior', 'value': 'Vinyl'}, {'name': 'FireplaceLoc', 'value': 'Family Room'}, {'name': 'Fuel', 'value': 'Electric, Propane, Oil, Wood'}, {'name': 'GarageDescription', 'value': 'Detached Garage'}, {'name': 'BathDesc', 'value': 'Main Floor Full Bath'}, {'name': 'HeatingDescription', 'value': 'Baseboard'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles'}, {'name': 'OutBuildings', 'value': 'Pole Building'}, {'name': 'Water', 'value': 'Well'}, {'name': 'FrontageFeet', 'value': 'County'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}, {'name': 'PowerCompanyName', 'value': 'Lake Country Power'}]",55709,20050 County Road 12,Bovey,MN,47.28523,-93.276174,210000.0,FOR_SALE,17,55709_3,7,"For sale: $210,000. Looking for privacy? This could be the right property. You will love the 3 stall garage plus huge pole barn, and spacious home all on 20 acres."
3,1,1,0,0,0,,,[],Partial,['Concrete'],['Forced air'],True,['None'],True,"['Microwave', 'Dishwasher', 'Water Softener - Owned']",,,,,False,,,1724.0,,,,['Attached Garage'],1,,False,True,,False,,False,,,,,,,,,,['Metal'],,,['Water'],True,True,,,,,,,False,0.74 acres,,,,False,185800100,False,False,,Residential-Single Family,,Single Family,,,,Asphalt,,,False,,,False,,,,"['Private', 'Mound']",,,,,,,,,,,True,False,,,,,,,,,,,,False,Bovey,5504763,,"[{'name': 'GarageDescription', 'value': 'Attached Garage'}, {'name': 'FrontageFeet', 'value': 'Township'}, {'name': 'BathDesc', 'value': 'Main Floor Full Bath'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'Fuel', 'value': 'Oil'}, {'name': 'LakeWaterfront', 'value': 'Lake Front'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Pitched, Age Over 8 Years'}, {'name': 'Water', 'value': 'Well, Private'}, {'name': 'WaterfrontView', 'value': 'Lake'}, {'name': 'DiningRoomDescription', 'value': 'Separate/Formal Dining Room'}, {'name': 'LakeBottom', 'value': 'Weeds'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}, {'name': 'Exterior', 'value': 'Steel Siding'}, {'name': 'PowerCompanyName', 'value': 'Lake Country Power'}]",55709,29373 Twin Lakes Dr,Bovey,MN,47.301671,-93.307536,169800.0,FOR_SALE,21,55709_4,7,"For sale: $169,800. This one has it all in this price point and wont last long! Great 3 bed 1 bath updated lake home in Great  a location close to both Grand Rapids and Hibbing. The home is Updated, Clean Warm and Cozy with wood floors, some wood walls, Mostly updated electrical ,Finished upstairs loft would be great for kids, Oversized attached one stall garage. Outside it has a large oversized level yard to the lake with a running brook, Compliant Septic , Mature Trees, Great sunsets, Sandy public beach short boat ride away, easy access to ATV, Snowmobile, Biking and Ski trails, all on a paved road. Some furnishings, Dock, Mower and Appliances  may be available for additional cost . On North Twin Lake that connects to South Twin Lake ,both have Good Boating and fishing!  Lakeshore Is decent But not sandy.  Hurry this wont last long!"
5,5,2,1,1,1,,,[],None,['Concrete'],"['Forced air', 'Other', 'Wall']",True,['Central'],True,"['Dishwasher', 'Range/Stove', 'Refrigerator', 'Dryer', 'Washer', 'Microwave']",,,,True,False,,,4785.0,,,,['Detached Garage'],2,,False,True,,False,,False,,,,2,,,,,,['Metal'],,,['Water'],True,True,,,,,,,False,64.94 acres,,,,False,180303200,False,False,,,,Single Family,,,['Slab'],,,,False,,,False,,,,['Private'],,,,,,,,,,,True,False,,Modern,,,,,,,,,,False,Bovey,20-29436,,"[{'name': 'Garage Type', 'value': 'Detached'}, {'name': 'Bath Description', 'value': 'Upper Level Bath, Main Floor 3/4 Bath, Full Master, Main Floor 1/2 Bath, Private Master'}, {'name': 'Exterior', 'value': 'Other, Wood'}, {'name': 'Water', 'value': 'Private'}, {'name': 'Fuel', 'value': 'Electric, Propane'}, {'name': 'Mechanicals', 'value': 'Water Softener - Own, Water Heater - Elec, Fuel Tank - Owned, Air to Air Exchange'}, {'name': 'Construction Status', 'value': 'Previously Owned'}, {'name': 'Heat', 'value': 'Forced Air, Dual Fuel/Off Peak, In-Floor'}, {'name': 'Dining', 'value': 'Informal Dining Room, 2nd Kitchen'}, {'name': 'Amenities - Interior', 'value': 'Hardwood Floors, Washer/Dryer Hkups, Garage Door Opener, Natural Woodwork, Ceiling Fan(s), Security System, Sky Light'}, {'name': 'Air Conditioning', 'value': 'Central'}, {'name': 'Fireplace Type', 'value': 'Gas, Wood Burning'}, {'name': 'Construction Type', 'value': 'Frame/Wood'}, {'name': 'Terms', 'value': 'Cash, Conventional'}, {'name': 'Lot/Land Description', 'value': 'Tree Coverage-Medium, Tree Coverage-Heavy'}, {'name': 'Amenities - Exterior', 'value': 'Driveway - Concrete, Patio, Dock, Porch'}, {'name': 'Special Search', 'value': 'Main Floor Bedrooms, Main Floor Laundry'}, {'name': 'Stories/Levels', 'value': '1 Story'}, {'name': 'Beach Type', 'value': 'Sand, Rocky, Gravel'}, {'name': 'Road Frontage', 'value': 'Unpaved, City Street'}, {'name': 'Waterfront Info: Lake Class', 'value': 'Recreation Dvelopmnt'}, {'name': 'Roof', 'value': 'Other, Flat'}, {'name': 'Outbuildings', 'value': 'Bunkhouse, Guest House'}, {'name': 'Status', 'value': 'Active'}, {'name': 'Style', 'value': 'SF Year Round'}, {'name': 'Parcel Number', 'value': '180303200'}]",55709,29396 Cherokee Rd,Bovey,MN,47.303462,-93.318189,5100000.0,FOR_SALE,29,55709_5,7,"For sale: $5,100,000. Meander through the woods to refined architecture in secluded backcountry. This modern iron-range home is unlike any other. More than 60 acres of forest and a private peninsula offer seclusion and outdoor fun. Corten steel exterior gives that artful ''rust'' look but also protects the framework. The kitchen features a Bertazzoni oven range, Thermador fridge, built-in wine cooler and Caesarstone quartz countertops. Double- and triple-pane windows are throughout. In-floor, forced air and gas fireplace heating. Master bedroom and bath have tons of custom features, including a digital steam shower. The 2-story guest cabin is equally stunning with more Corten steel, custom Italian shower tiles, a full art studio and walkout rooftop deck. See the Northern Lights! Close to Hibbing Airport. Proper"
2,1,1,0,0,0,,,[],Crawl Space,,['Forced air'],True,['None'],True,,,,,True,False,,,1052.0,,,,['Detached Garage'],2,,False,True,,False,,False,,,,,,,,,,['Metal'],,,,,,,,,,,,False,6.51 acres,,,,False,,False,False,,Residential-Single Family,,Single Family,,,,Metal,,,False,,,False,,,,['Private'],,,,,,,,,,,True,False,,,,,Greenway #316,,Greenway #316,,Greenway #316,,,False,Bovey,5486633,,"[{'name': 'AmenitiesUnit', 'value': 'Deck, Porch, Ceiling Fan(s)'}, {'name': 'FireplaceLoc', 'value': 'Wood Burning, Living Room'}, {'name': 'Fuel', 'value': 'Propane'}, {'name': 'GarageDescription', 'value': 'Detached Garage, Driveway - Gravel'}, {'name': 'BathDesc', 'value': 'Main Floor Full Bath'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'FrontageFeet', 'value': 'State'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Age 8 Years or Less, Metal'}, {'name': 'OutBuildings', 'value': 'Pole Building'}, {'name': 'SpecialSearch', 'value': 'Main Floor Laundry'}, {'name': 'Water', 'value': 'Well'}, {'name': 'Fence', 'value': 'Partial, Chain Link'}, {'name': 'Exterior', 'value': 'Metal'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}, {'name': 'PowerCompanyName', 'value': 'Lake Country Power'}]",55709,33312 Scenic Hwy,Bovey,MN,47.35922,-93.38342,147900.0,FOR_SALE,25,55709_6,7,"For sale: $147,900. Feel right at home in the newly updated one level home.  Great location with room to roam, with a large back yard that is partially fenced. Updated inside and out. Home features large new bath with MFL, spacious entry, maser bedroom w/ walk in closet, all new appliance package, new metal roof on both house and garage, new furnace, new deck and covered porch and so much more.  Complaint Septic, Detached 2 stall Garage, 16x40 pole Bldg, 13x16 Lean-to"
2,1,0,1,0,0,,,[],None,,['Other'],True,,,,,,,,False,,,864.0,,,,['Detached Garage'],,,False,,,False,,False,,,,0,,,,,,['Wood'],,,['Water'],True,True,,,,,,,False,0.76 acres,,,,False,,False,False,,,,Single Family,,,,Asphalt,,,False,,,False,,,,['None'],,,,,,,,,,,True,False,,,,,,,,,,,,False,Bovey,5470881,,"[{'name': 'Lot Description', 'value': 'Level'}, {'name': 'Garage Count', 'value': '2 Car Garage'}, {'name': 'Lot Description', 'value': 'Wooded'}, {'name': 'Lot Size', 'value': '2 - 1 Acre'}, {'name': 'Garage Description', 'value': 'Garage'}, {'name': 'Exterior', 'value': 'Fire Pit'}, {'name': 'Location', 'value': 'Lakefront'}, {'name': 'Body of Water', 'value': 'Lake'}, {'name': 'Water', 'value': 'Lake Water'}]",55709,46546 County Road 346,Bovey,MN,47.550092,-93.407862,179900.0,FOR_SALE,17,55709_7,7,"For sale: $179,900. This is what &quot;Lake Life&quot; in Northern Minnesota looks like! Nestled on a .76-acre pine studded lot on the shores of King Lake this seasonal cabin has all the amenities you'll need to enjoy our beautiful Northern Minnesota. The cabin has a new addition which includes a kitchen, dining room and a &frac34; bath. You can also enjoy the original, cute, outdoor shower! The property also includes 2 new holding tanks, new insulation in the roof, new rock wall landscaping around the cabin, 2 lakeside decks, a 2-car garage with a sauna and 2 other small outbuildings for storage. The 100ft lakeshore has easy elevation and a hard, sand bottom for swimming and enjoying the lake. King Lake offers great fishing including panfish, northern pike and walleye. There is State land across the road and is close to the Taconite Trail for snowmobiling and Little Moose ATV trail. This would make a great VRBO property as well."
3,2,0,1,1,0,,,[],Finished,"['Concrete', 'Other']","['Baseboard', 'Forced air']",True,['Central'],True,,,,,,False,,,1312.0,,,,['Detached Garage'],6,,False,True,,False,,False,,,,,,,,,,['Composition'],,,,,,,,,,,,False,1.42 acres,,,,False,874200420,False,False,,,,Single Family,,,['Concrete Block'],Asphalt,,,False,,,False,,,,,,,,,,,,,,,True,False,,Ranch,,,316-Greenway,,316-Greenway,,316-Greenway,,,False,Calumet,,,"[{'name': 'DISTANCE TO GRAND RAPIDS', 'value': '15.1 - 20'}, {'name': 'BASEMENT', 'value': 'Full'}, {'name': 'BASEMENT MATERIAL', 'value': 'Concrete Block'}, {'name': 'CONSTRUCTION', 'value': 'Frame/Wood'}, {'name': 'EXTERIOR FINISH', 'value': 'Hardboard'}, {'name': 'LOT DESCRIPTION', 'value': 'Level, Corner'}, {'name': 'STYLE', 'value': 'Rambler/Ranch'}, {'name': 'PRIMARY HEAT SYSTEM', 'value': 'Forced Air'}, {'name': 'ROOF', 'value': 'Asphalt'}, {'name': 'SEWER', 'value': 'Public'}, {'name': 'WATER', 'value': 'Public'}, {'name': 'GARAGE TYPE', 'value': 'Detached'}, {'name': 'Extra Room 1 Level', 'value': 'Main'}, {'name': 'Outbuildings (Y/N)', 'value': 'Yes'}, {'name': 'Bedroom 1 Level', 'value': 'Main'}, {'name': 'Kitchen/Dining Area Level', 'value': 'Main'}, {'name': 'PRIMARY HEAT SOURCE', 'value': 'Natural Gas'}, {'name': 'County', 'value': 'Itasca'}, {'name': 'ITASCA COUNTY-ZONING', 'value': 'Residential'}, {'name': 'OUTSIDE FEATURES', 'value': 'Deck, Other Buildings, Metal Building'}, {'name': 'POSSESSION', 'value': 'Closing'}, {'name': 'ELECTRIC', 'value': '200+ Amps'}, {'name': 'EXTRA ROOMS', 'value': 'Main Floor Laundry, Den/Office'}, {'name': 'Bedroom 2 Level', 'value': 'Main'}, {'name': 'Bedroom 3 Level', 'value': 'Main'}, {'name': 'COOLING FEATURES', 'value': 'Central Air'}, {'name': 'SECONDARY HEAT SOURCE', 'value': 'Electric'}, {'name': 'SECONDARY HEAT SYSTEM', 'value': 'Baseboard'}, {'name': 'Extra Room 1', 'value': 'Den/Office'}, {'name': 'Type', 'value': 'SINGLE FAMILY'}]",55709,601 Shipka St,Calumet,MN,47.319553,-93.283266,120000.0,RECENTLY_SOLD,0,55709_8,0,"Recently sold: $120,000. Here is a 3 bedroom home on a beautiful park-like lot in Calumet with a large eat-in kitchen, one and a half baths, bonus room/office, full unfinished basement, 2 stall oversized heated garage and 2 additional metal garages for plenty of storage, there are 2 separate lots included that sit across the street for added bonus. Come and check it out for yourself!"
3,2,1,1,0,0,,,,Partially finished,"['Carpet', 'Concrete', 'Hardwood', 'Laminate', 'Linoleum / Vinyl', 'Tile']",['Forced air'],True,['Central'],True,"['Dryer', 'Freezer', 'Range / Oven', 'Refrigerator', 'Washer']",,,,,False,,,2156.0,,,,['Detached Garage'],,,False,,,False,,False,,,,,,,,,,['Metal'],,,['City'],True,,,,,,,,False,0.22 acres,,,,False,864101405,False,False,,,,Single Family,,,['Concrete Block'],Asphalt,,,False,,,False,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,False,Bovey,,,[],55709,103 3rd Ave,Bovey,MN,47.296703,-93.417328,133000.0,RECENTLY_SOLD,20,55709_9,1,"Recently sold: $133,000. Beautiful solid built move-in ready home. Two stall garage.Large spacious rooms with lots of storage. House is on a double corner lot. Large stamped/colored concrete patio."
