bedrooms,bathrooms,bathroomsFull,bathroomsThreeQuarter,bathroomsHalf,bathroomsOneQuarter,bathroomsPartial,mainLevelBathrooms,rooms,basement,flooring,heating,hasHeating,cooling,hasCooling,appliances,laundryFeatures,fireplaces,fireplaceFeatures,hasFireplace,furnished,commonWalls,buildingArea,livingArea,aboveGradeFinishedArea,belowGradeFinishedArea,parking,parkingFeatures,garageSpaces,coveredSpaces,hasAttachedGarage,hasGarage,openParkingSpaces,hasOpenParking,carportSpaces,hasCarport,otherParking,accessibilityFeatures,levels,stories,entryLevel,entryLocation,hasPrivatePool,hasSpa,spaFeatures,exteriorFeatures,patioAndPorchFeatures,fencing,view,hasView,hasWaterfrontView,waterfrontFeatures,frontageType,frontageLength,topography,woodedArea,vegetation,canRaiseHorses,lotSize,lotSizeDimensions,otherStructures,additionalParcelsDescription,hasAdditionalParcels,parcelNumber,hasAttachedProperty,hasLandLease,landLeaseAmount,zoning,zoningDescription,homeType,architecturalStyle,constructionMaterials,foundationDetails,roofType,windowFeatures,propertyCondition,isNewConstruction,yearBuiltEffective,builderModel,hasHomeWarranty,electric,hasElectricOnProperty,gas,sewer,waterSources,utilities,greenBuildingVerificationType,greenEnergyEfficient,greenIndoorAirQuality,greenSustainability,greenWaterConservation,numberOfUnitsInCommunity,numberOfUnitsVacant,storiesTotal,hasPetsAllowed,hasRentControl,buildingFeatures,structureType,buildingName,elementarySchool,elementarySchoolDistrict,middleOrJuniorSchool,middleOrJuniorSchoolDistrict,highSchool,highSchoolDistrict,securityFeatures,communityFeatures,isSeniorCommunity,cityRegion,listingId,buildingAreaSource,otherFacts,zipcode,streetAddress,city,state,latitude,longitude,price,homeStatus,photoCount,imageId,imageIdCount,description
3,1,1,0,0,0,,,[],Full,"['Carpet', 'Linoleum / Vinyl']",['Forced air'],True,,,['Range'],,,,,False,,,1330.0,,,,['Attached Garage'],3,,False,True,,False,,False,,,,3,,,,True,,['Vinyl'],,,,,,,,,,,,False,0.32 acres,,,,False,604710120,False,False,,Residential-Single Family,,Single Family,,,,Composition,,,False,,,False,,,,['City Sewer/Connected'],,,,,,,,,,,True,False,,,,,726 - Becker,,726 - Becker,,726 - Becker,,,False,Becker,5553586,,"[{'name': 'DiningRoomDescription', 'value': 'Informal Dining Room'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'Exterior', 'value': 'Vinyl'}, {'name': 'GarageDescription', 'value': 'Attached Garage'}, {'name': 'SpecialSearch', 'value': '3 BR on One Level'}, {'name': 'BathDesc', 'value': 'Main Floor Full Bath'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Age 8 Years or Less'}, {'name': 'Water', 'value': 'City Water/Connected'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}, {'name': 'AmenitiesUnit', 'value': 'Satelite Dish'}]",55308,11794 35th Ave SE,Becker,MN,45.398547,-93.853419,210000.0,FOR_SALE,1,55308_0,1,"For sale: $210,000. Sold Before Print - Measurements deemed reliable,  to be verified by buyer/buyers agent"
4,2,2,0,0,0,,,[],"Full, Finished (Livable)","['Carpet', 'Laminate']",['Forced air'],True,,,,,,,,False,,,2199.0,,,,['Attached Garage'],3,,False,True,,False,,False,,,,,,,,,,"['Metal', 'Stone', 'Vinyl']",,,,,,,,,,,,False,0.37 acres,,,,False,604510175,False,False,,Residential-Single Family,,Single Family,,,,Asphalt,,,False,2003,,False,,,,['City Sewer/Connected'],,,,,,,,,,,True,False,,,,,726 - Becker,,726 - Becker,,726 - Becker,,,False,Becker,5497668,,"[{'name': 'Exterior', 'value': 'Brick/Stone, Vinyl, Metal'}, {'name': 'DiningRoomDescription', 'value': 'Kitchen/Dining Room, Breakfast Area'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'GarageDescription', 'value': 'Attached Garage'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'FrontageFeet', 'value': 'Paved Streets, City, Curbs, Sidewalks'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles'}, {'name': 'Water', 'value': 'City Water/Connected'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}, {'name': 'TaxYear', 'value': '2020.00'}]",55308,13597 Jesse St,Becker,MN,45.409436,-93.878907,249900.0,FOR_SALE,34,55308_1,7,"For sale: $249,900. Gorgeous home on a large corner lot! Great layout with open-concept main level,   vaulted ceilings, and abundant natural light. Two bedrooms on the upper level including the large master suite! Basement is fully finished with a family room, bathroom, and 2 large bedrooms. The 3 stall attached garage offers additional storage space. Enjoy outdoor gatherings, grilling, and campfires in your large yard! This home is close to schools, parks, biking/hiking trails, community center &amp; Pebble Creek golf course."
4,4,0,0,0,0,,,,Finished,"['Carpet', 'Hardwood']",['Forced air'],True,['Central'],True,,,,,True,False,,,2780.0,,,,['Attached Garage'],3,,False,True,,False,,False,,,,2,,,,,,['Other'],,,,,,,,,,,,False,2.5 acres,,,,False,054910305,False,False,,,,Single Family,,,,Composition,,,False,,,False,,,,,,,,,,,,,,,True,False,,,,,Becker #726,,Becker #726,,Becker #726,,,False,Becker,5551734,,[],55308,12656 173rd Ave SE,Becker,MN,45.386729,-93.803439,324900.0,FOR_SALE,22,55308_2,7,"For sale: $324,900. Welcome home! This beautiful 4BR/4BA modified is nestled on a wonderful 2.5 acre parcel. You will love the great views from all windows. The 3 bedrooms on the upper level is great for convenience and the large private master suite is an added extra bonus! You will enjoy the large deck that overlooks the sprawling acreage, with a large storage shed, fire pit and garden area! Nicely finished with large family room -  move-in ready!"
3,2,1,0,1,0,,,[],,,['Forced air'],True,,,"['Range', 'Microwave', 'Dishwasher', 'Refrigerator', 'Washer', 'Dryer', 'Water Softener - Owned', 'Gas Water Heater']",,,,True,False,,,1455.0,,,,['Attached Garage'],2,,False,True,,False,,False,,,,,,,,,,['Vinyl'],,,,,,,,,,,,False,0.04 acres,,,,False,,False,False,,Residential-Single Family,,Townhouse,,,,Asphalt,,,False,,,False,,,,['City Sewer/Connected'],,,,,,,,,,,True,False,,,,,,,,,,,,False,Becker,5552828,,"[{'name': 'AmenitiesUnit', 'value': 'Patio, Walk-In Closet, Ceiling Fan(s), In-Ground Sprinkler, Local Area Network'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'Exterior', 'value': 'Vinyl'}, {'name': 'GarageDescription', 'value': 'Attached Garage'}, {'name': 'FireplaceLoc', 'value': 'Living Room, Gas Burning'}, {'name': 'SpecialSearch', 'value': '3 BR on One Level, 2nd Floor Laundry'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'BathDesc', 'value': 'Main Floor 1/2 Bath, Upper Level Full Bath'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles'}, {'name': 'DiningRoomDescription', 'value': 'Living/Dining Room'}, {'name': 'FrontageFeet', 'value': 'City'}, {'name': 'Water', 'value': 'City Water/Connected'}, {'name': 'SharedRooms', 'value': 'Play Area'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}, {'name': 'AssocFeeIncludes', 'value': 'Sanitation, Snow/Lawn Care, Outside Maintenance, Building Exterior, Professional Mgmt, Hazard Insurance'}, {'name': 'AmenitiesShared', 'value': 'In-Ground Sprinkler System'}, {'name': 'TaxYear', 'value': '2020.00'}]",55308,14549 River St SE,Becker,MN,45.386505,-93.861302,179900.0,FOR_SALE,23,55308_3,7,"For sale: $179,900. One of THE BEST town home's out there. Amazing End Unit town home, includes all new flooring on main level. Professionally painted throughout the entire home. The town home showcases Gas fireplace with beautiful mantel, 3 bedrooms on one level, 2 baths, vaulted ceiling, a beautiful master-bedroom, with double closets, a walk through bath, double sinks and large linen closet. More unique features include 2 car garage, private patio, large closets and walk-in closets, utility and laundry room. Enjoy your summer outside in the garden or entertaining family and friends on walk out Private Patio. Huge side yard, conveniently located.  This impressive home is ready for a new owner! You will fall in love with this move-in ready town home."
4,3,1,1,1,0,,,[],"Full, Finished (Livable), Daylight/Lookout Windows","['Hardwood', 'Tile']",['Forced air'],True,['Central'],True,"['Range', 'Microwave', 'Dishwasher', 'Refrigerator', 'Water Softener - Owned', 'Central Vacuum']",,,,True,False,,,2749.0,,,,['Attached Garage'],3,,False,True,,False,,False,,,,2,,,,,,['Stone'],,,,,,,,,,,,False,0.3 acres,,,,False,604150310,False,False,,Residential-Single Family,,Single Family,,,,Asphalt,,,False,,,False,,,,['City Sewer/Connected'],,,,,,,,,,,True,False,,Other,,,726 - Becker,,726 - Becker,,726 - Becker,,,False,Becker,5552835,,"[{'name': 'AmenitiesUnit', 'value': 'Deck, Kitchen Window, Hardwood Floors, Tiled Floors, Patio, Walk-In Closet, In-Ground Sprinkler'}, {'name': 'BathDesc', 'value': 'Private Master, Main Floor 1/2 Bath, Upper Level Full Bath, 3/4 Master'}, {'name': 'Exterior', 'value': 'Brick/Stone, Aluminum Siding'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'GarageDescription', 'value': 'Attached Garage, Garage Door Opener, Driveway - Concrete'}, {'name': 'FireplaceLoc', 'value': 'Living Room, Family Room, Gas Burning, Wood Stove'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'FrontageFeet', 'value': 'Paved Streets, City'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles'}, {'name': 'DiningRoomDescription', 'value': 'Breakfast Area, Eat In Kitchen, Separate/Formal Dining Room'}, {'name': 'Water', 'value': 'City Water/Connected'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}]",55308,14822 Hillcrest Rd SE,Becker,MN,45.389427,-93.859151,280000.0,FOR_SALE,24,55308_4,7,"For sale: $280,000. Magnificent modified two story has so much to offer...Check it out! Great location w/City owned land behind you giving you privacy plus beautiful mature trees w/winding river in back AND only minutes to Pebble Creek Golf Club. This 4 BR home offers 3 fully remodeled BAs, newer SS appliances, Anderson windows, newer flooring, glass panel French doors to main FR w/built-in shelving accented by corner gas fireplace and deck access. Kitchen offers granite countertops with raised oak cabinetry and tiled back splash, large bay window off informal dining overlooking backyard PLUS formal dining area ideal for entertaining.  Finished lower level FR w/wood stove and huge BR w/walk-in closet. All this plus 3 car garage, new roof and siding (2018), in-ground sprinkler, central vac and so much more. Better hurry!"
3,3,1,2,0,0,,,[],"Full, Finished (Livable), Walkout","['Hardwood', 'Tile']",['Forced air'],True,,,"['Range', 'Microwave', 'Dishwasher', 'Refrigerator', 'Water Softener - Owned', 'Air-To-Air Exchanger', 'Iron Filter', 'Fuel Tank - Rented']",,,,True,False,,,2458.0,,,,['Attached Garage'],3,,False,True,,False,,False,,,,,,,,True,,['Stone'],,,,,,,,,,,,False,5 acres,,,,False,055100105,False,False,,Residential-Single Family,,Single Family,,,,Asphalt,,,False,,,False,,,,['Private'],,,,,,,,,,,True,False,,Ranch,,,,,,,,,,False,Becker,5552230,,"[{'name': 'AmenitiesUnit', 'value': 'Deck, Hardwood Floors, Tiled Floors, Washer/Dryer Hookup, Patio, Ceiling Fan(s), In-Ground Sprinkler, French Doors, Master Bedroom Walk-In Closet, Main Floor Master Bedroom'}, {'name': 'BathDesc', 'value': 'Main Floor 3/4 Bath, Private Master, Full Master, 3/4 Basement, Separate Tub & Shower, Jetted Tub'}, {'name': 'Exterior', 'value': 'Brick/Stone, Aluminum Siding'}, {'name': 'DiningRoomDescription', 'value': 'Kitchen/Dining Room, Separate/Formal Dining Room, Breakfast Bar'}, {'name': 'GarageDescription', 'value': 'Attached Garage, Garage Door Opener, Driveway - Other Surface, Driveway - Concrete'}, {'name': 'FireplaceLoc', 'value': 'Living Room, Gas Burning'}, {'name': 'Fuel', 'value': 'Propane'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles, Age Over 8 Years'}, {'name': 'SpecialSearch', 'value': 'Main Floor Laundry, Main Floor Bedroom'}, {'name': 'FrontageFeet', 'value': 'Unpaved Streets, City'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}, {'name': 'Water', 'value': 'Private'}]",55308,16270 92nd St SE,Becker,MN,45.437828,-93.823307,350000.0,FOR_SALE,31,55308_5,7,"For sale: $350,000. Quiet country living at its finest with City living conveniences! This 3 BR/3 BA rambler has it all and is located just minutes north of Hwy 10! Many upgraded features throughout including gleaming hardwood floors, beautiful Alder cabinetry, granite tops, gas fireplace, 12 x 24 maint free deck and walkout lower level! Enjoy a main floor Owners Suite w/luxurious whirlpool bath &amp; separate shower, formal DR (or office) w/glass panel French doors, main floor laundry &amp; oversized 3 stall garage. WOW! All of this plus A/C, air exchanger, SS Applcs and a $4, 000 carpet allowance. If that's not enough, it is plumbed with in-floor heat in the garage and LL and there is plenty of room for a future outbuilding!"
5,3,3,0,0,0,,,[],"Full, Finished (Livable), Drain Tiled, Sump Pump, Concrete Block, Walkout, Egress Windows, Daylight/Lookout Windows","['Hardwood', 'Tile']",['Forced air'],True,['Central'],True,"['Range', 'Microwave', 'Exhaust Fan/Hood', 'Dishwasher', 'Refrigerator', 'Washer', 'Dryer', 'Cooktop', 'Freezer', 'Water Softener - Owned', 'Wall Oven', 'Air-To-Air Exchanger']",,,,True,False,,,2930.0,,,,['Attached Garage'],3,,False,True,,False,,False,,,,,,,False,False,,"['Brick', 'Stone', 'Stucco', 'Vinyl']",,,,,False,,,,,,,False,0.57 acres,,,,False,054830520,False,False,,Residential-Single Family,,Single Family,,,,Asphalt,,,False,,,False,,,,['Shared System'],,,,,,,,,,,True,False,,Ranch,,,,,,,,,,False,Becker,5551499,,"[{'name': 'AmenitiesUnit', 'value': 'Natural Woodwork, Kitchen Window, Vaulted Ceiling(s), Hardwood Floors, Tiled Floors, Washer/Dryer Hookup, Walk-In Closet, Ceiling Fan(s), Exercise Room, In-Ground Sprinkler, Kitchen Center Island, Master Bedroom Walk-In Closet, Main Floor Master Bedroom, Paneled Doors, Panoramic View'}, {'name': 'BathDesc', 'value': 'Full Master, Main Floor Full Bath, Full Basement'}, {'name': 'Exterior', 'value': 'Brick/Stone, Vinyl, Stucco'}, {'name': 'DiningRoomDescription', 'value': 'Informal Dining Room, Eat In Kitchen'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'GarageDescription', 'value': 'Attached Garage, Driveway - Asphalt'}, {'name': 'FireplaceLoc', 'value': 'Living Room'}, {'name': 'SpecialSearch', 'value': '3 BR on One Level'}, {'name': 'FrontageFeet', 'value': 'Township'}, {'name': 'HeatingDescription', 'value': 'Forced Air, Fireplace'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles, Age 8 Years or Less'}, {'name': 'Water', 'value': 'Well'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}, {'name': 'AssocFeeIncludes', 'value': 'Water/Sewer'}]",55308,10215 157th Ave SE,Becker,MN,45.422294,-93.835437,339900.0,FOR_SALE,33,55308_6,7,"For sale: $339,900. Absolutely beautiful and well maintained walk-out rambler in Becker School District. Absolutely beautiful kitchen/Dining with newer appliances. .57 Acre lot that backs up to 37 acre outlot for your enjoyment. If storage is something important to you, than you will have to see the finished utility room. Finished pad for future additional garage. Don't let this slip away! Not many Ramblers in Becker."
4,2,0,0,0,0,,,,Finished,"['Carpet', 'Laminate']",['Forced air'],True,['Central'],True,,,,,,False,,,2184.0,,,,['Attached Garage'],2,,False,True,,False,,False,,,,,,,,,,['Other'],,,['Water'],True,True,,,,,,,False,1.04 acres,,,,False,054150120,False,False,,,,Single Family,,,,Composition,,,False,,,False,,,,,,,,,,,,,,,True,False,,,,,Becker #726,,Becker #726,,Becker #726,,,False,Becker,5551084,,[],55308,9367 Riverview Dr,Becker,MN,45.435968,-93.903191,279500.0,FOR_SALE,19,55308_7,7,"For sale: $279,500. Here's your chance to live on the river at an affordable price! Rural setting, yet so close to everything! Spacious kitchen with updated appliances, large bedrooms, patio door/deck off of dining room for great river views. Lower screen porch and 2nd deck too! 1 acre lot so plenty of room to run or add second garage."
3,3,0,0,0,0,,,[],Finished,"['Carpet', 'Laminate']",['Forced air'],True,['Central'],True,,,,,True,False,,,2864.0,,,,['Detached Garage'],3,,False,True,,False,,False,,,,2,,,,,,['Wood'],,,,,,,,,,,,False,3.75 acres,,,,False,054030280,False,False,,,,Single Family,,,,Asphalt,,,False,1973,,False,,,,,,,,,,,,,,,True,False,,Other,,,Big Lake #727,,Big Lake #727,,Big Lake #727,,,False,Becker,5551345,,[],55308,12758 Peggy Pl SE,Becker,MN,45.385436,-93.803013,259000.0,FOR_SALE,27,55308_8,7,"For sale: $259,000. Privacy on 3.75 acres - Becker schools. Don't miss this one of a kind property with tons of charm and updates! Freshly painted throughout, new kitchen counters, most flooring updated, seamless/aluminum gutters, new water heater, bathroom updates, new garage doors and more! Spacious room sizes! This could easily be a five bedroom home. Beautiful wood beams in living room with windows galore! Tile back splash and bar area in kitchen. The second floor has a huge master suite with your own little deck. Take in all the wildlife! Barn doors and knotty pine. Must see to appreciate. Only 3 miles from Hwy 10. Becker School option with open enroll."
5,3,0,0,0,0,,,,Finished,['Hardwood'],['Forced air'],True,['Central'],True,,,,,,False,,,2280.0,,,,['Attached Garage'],3,,False,True,,False,,False,,,,,,,,True,,['Other'],,,,,,,,,,,,False,0.14 acres,,,,False,604810430,False,False,,,,Single Family,,,,Composition,,,False,,,False,,,,,,,,,,,,,,,True,False,,,,,Becker #726,,Becker #726,,Becker #726,,,False,Becker,5551264,,[],55308,13210 Glen Cir,Becker,MN,45.410403,-93.890231,266900.0,FOR_SALE,18,55308_9,7,"For sale: $266,900. This well maintained 5 bedroom, 3 bath home is located on a quiet corner lot in a wonderful Becker development. Features maintenance free exterior, large fenced in patio with garage access, sprinkler system, storage shed. Easy access to schools and major highway. A newly finished basement, expansive foyer and beautiful flooring. A must see home!"
