bedrooms,bathrooms,bathroomsFull,bathroomsThreeQuarter,bathroomsHalf,bathroomsOneQuarter,bathroomsPartial,mainLevelBathrooms,rooms,basement,flooring,heating,hasHeating,cooling,hasCooling,appliances,laundryFeatures,fireplaces,fireplaceFeatures,hasFireplace,furnished,commonWalls,buildingArea,livingArea,aboveGradeFinishedArea,belowGradeFinishedArea,parking,parkingFeatures,garageSpaces,coveredSpaces,hasAttachedGarage,hasGarage,openParkingSpaces,hasOpenParking,carportSpaces,hasCarport,otherParking,accessibilityFeatures,levels,stories,entryLevel,entryLocation,hasPrivatePool,hasSpa,spaFeatures,exteriorFeatures,patioAndPorchFeatures,fencing,view,hasView,hasWaterfrontView,waterfrontFeatures,frontageType,frontageLength,topography,woodedArea,vegetation,canRaiseHorses,lotSize,lotSizeDimensions,otherStructures,additionalParcelsDescription,hasAdditionalParcels,parcelNumber,hasAttachedProperty,hasLandLease,landLeaseAmount,zoning,zoningDescription,homeType,architecturalStyle,constructionMaterials,foundationDetails,roofType,windowFeatures,propertyCondition,isNewConstruction,yearBuiltEffective,builderModel,hasHomeWarranty,electric,hasElectricOnProperty,gas,sewer,waterSources,utilities,greenBuildingVerificationType,greenEnergyEfficient,greenIndoorAirQuality,greenSustainability,greenWaterConservation,numberOfUnitsInCommunity,numberOfUnitsVacant,storiesTotal,hasPetsAllowed,hasRentControl,buildingFeatures,structureType,buildingName,elementarySchool,elementarySchoolDistrict,middleOrJuniorSchool,middleOrJuniorSchoolDistrict,highSchool,highSchoolDistrict,securityFeatures,communityFeatures,isSeniorCommunity,cityRegion,listingId,buildingAreaSource,otherFacts,zipcode,streetAddress,city,state,latitude,longitude,price,homeStatus,photoCount,imageId,description
4,2,2,0,0,0,,,[],"Partial, Stone","['Hardwood', 'Tile']",['Forced air'],True,,,"['Range', 'Microwave', 'Exhaust Fan/Hood', 'Dishwasher', 'Refrigerator', 'Washer', 'Dryer']",,,,True,False,,,2526.0,,,,['Detached Garage'],2,,False,True,,False,,False,,,,2,,,,,,['Vinyl'],,,,,,,,,,,,False,0.34 acres,,,,False,1202722430027,False,False,,Residential-Single Family,,Single Family,,,['Concrete Block'],Asphalt,,,False,1880,,False,,,,['City Sewer/Connected'],,,,,,,,,,,True,False,,Other,,,,,,,,,,False,Saint Paul Park,5504958,,"[{'name': 'AmenitiesUnit', 'value': 'Deck, Porch, Natural Woodwork, Kitchen Window, Hardwood Floors, Tiled Floors, Washer/Dryer Hookup, Paneled Doors, Walk-Up Attic'}, {'name': 'DiningRoomDescription', 'value': 'Informal Dining Room, Kitchen/Dining Room, Breakfast Area, Eat In Kitchen, Separate/Formal Dining Room'}, {'name': 'FireplaceLoc', 'value': 'Wood Burning, Living Room, Brick'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'Exterior', 'value': 'Vinyl'}, {'name': 'SpecialSearch', 'value': '3 BR on One Level, Main Floor Laundry, 4 BR on One Level'}, {'name': 'GarageDescription', 'value': 'Detached Garage, Garage Door Opener, Driveway - Gravel'}, {'name': 'BathDesc', 'value': 'Main Floor Full Bath, Upper Level Full Bath'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles'}, {'name': 'Water', 'value': 'City Water/Connected'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}, {'name': 'TaxYear', 'value': '2020.00'}, {'name': 'PowerCompanyName', 'value': 'Xcel Energy'}]",55071,1329 Summit Ave,Saint Paul Park,MN,44.833662,-92.990197,274900.0,FOR_SALE,46,55071_10,"For sale: $274,900. CONTRACT FOR DEED OPTION AVAILABLE.GORGEOUS UPDATED FARMHOUSE OFFERS THE PERFECT BLEND OF OLD AND NEW! BEAUTIFUL GRAND ENTRANCE WITH ORIGINAL WOOD STAIRCASE &amp; BANISTER! SPRAWLING MAIN LEVEL OFFERS LARGE BRIGHT LIVING ROOM WITH ORIGINAL BRICK FIREPLACE, LARGE KITCHEN WITH INFORMAL DINING AND BUMP OUT SITTING AREA, FORMAL DINING ROOM, FULL UPDATED BATH, AND HUGE LAUNDRY/MUD AREA. UPPER LEVEL OFFERS 4 LARGE BEDROOMS, NEW CERAMIC BATH, AND A LARGE LOFT/FAMILY ROOM AREA. NEW GARAGE, SIDING, WINDOWS, ELECTRICAL, PLUMBING, APPLIANCES, LIGHTING, FLOORING, MILLWORK , ETC. POTENTIAL FOR FUTURE FINISH OF LL. GIANT UNFINISHED 3RD LEVEL/ATTIC AWAITS YOUR FINISHING TOUCHES! GORGEOUS WOODED LOT. GORGEOUS HOME!"
3,2,0,0,0,0,,,,Partially finished,"['Carpet', 'Linoleum / Vinyl']",['Forced air'],True,,,,,,,,False,,,1755.0,,,,"['Attached Garage', 'Detached Garage']",2,,False,True,,False,,False,,,,,,,,,,['Metal'],,,,,,,,,,,,False,0.24 acres,,,,False,1202722130031,False,False,,,,Single Family,,,['Concrete Block'],Asphalt,,,False,1920,,False,,,,,,,,,,,,,,,True,False,,Other,,,,,,,,,,False,Saint Paul Park,,,[],55071,844 Portland Ave,Saint Paul Park,MN,44.842458,-92.989552,237638.0,PRE_FORECLOSURE,5,55071_11,"Zestimate&reg; Home Value: $237,638. Buy this foreclosure deal the right way. Jump on this HOT deal. Based on the data provided to Auction.com, we believe this property will have high return potential. Start by visiting our site, then login or create a free account, and save this property to receive important alerts. We'll let you know if the Est. Credit Bid has posted, when the property has cleared for sale, is postponed or canceled, and the property's winning bid amount if it sells. Auction.com is your source for 30,000+* discounted foreclosure and bank-owned properties and auction events nationwide. Find the best deals in your market now. *Based on data from August 2019."
3,2,0,0,0,0,,,,Finished,"['Carpet', 'Hardwood']",['Forced air'],True,,,,,,,,False,,,1227.0,,,,"['Attached Garage', 'Detached Garage']",2,,False,True,,False,,False,,,,1,,,,,,['Metal'],,,,,,,,,,,,False,0.24 acres,,,,False,0702721340093,False,False,,,,Single Family,,,['Concrete Block'],Asphalt,,,False,1961,,False,,,,,,,,,,,,,,,True,False,,Ranch,,,,,,,,,,False,Saint Paul Park,,,[],55071,1524 13th Ave,Saint Paul Park,MN,44.83544,-92.979124,223486.0,PRE_FORECLOSURE,5,55071_12,"Zestimate&reg; Home Value: $223,486. Buy this foreclosure deal the right way. Visit us at Auction.com, then login or create a free account to save this property and receive important alerts. We'll let you know if the Est. Credit Bid has posted, when the property has cleared for sale, is postponed or canceled, and the property's winning bid amount if it sells. Auction.com is your source for 30,000+* discounted foreclosure and bank-owned properties and auction events nationwide. Find the best deals in your market now. *Based on data from August 2019."
4,1,0,0,0,0,,,,Finished,"['Carpet', 'Linoleum / Vinyl']",['Forced air'],True,,,,,,,,False,,,1605.0,,,,"['Attached Garage', 'Detached Garage']",1,,False,True,,False,,False,,,,,,,,,,['Other'],,,,,,,,,,,,False,0.26 acres,,,,False,1202722310042,False,False,,,,Single Family,,,['Concrete Block'],Asphalt,,,False,1890,,False,,,,,,,,,,,,,,,True,False,,Other,,,833,,833,,833,,,False,Saint Paul Park,,,[],55071,1109 5th St,Saint Paul Park,MN,44.838051,-92.995359,217093.0,PRE_FORECLOSURE,0,55071_13,"Zestimate&reg; Home Value: $217,093. NEW CARPET just installed on main and upper levels! - 10/13/15! Nice 4 BR home w/ htd porch. Great lot &amp; fenced yard! Ample room for kids to play &amp; dogs to run. 1 yr HMS home warranty! Updates include new roof '08, patio '10, kitch flring '11, new tub/shower/vanity '12, new upper windows '13. A block to park &amp; school."
4,2,,,,,,,,Finished,"['Carpet', 'Linoleum / Vinyl']",['Forced air'],True,,,['Dishwasher'],,,,True,False,,,2040.0,,,,['Attached Garage'],2,,False,True,,False,,False,,,,,,,,,,['Composition'],,,,,,,,,,,,False,0.35 acres,,,,False,1302722140021,False,False,,,,Single Family,,,['Concrete Block'],Asphalt,,,False,1989,,False,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,False,Saint Paul Park,,,[],55071,1655 Lincoln Ave,Saint Paul Park,MN,44.828528,-92.984484,272980.0,PRE_FORECLOSURE,0,55071_14,"Zestimate&reg; Home Value: $272,980. Updated 4 Br Split On Corner Lot Close To Elem School, Parks, Playgnds and Ballflds. Nice Kitchen W/Newer Appls, Cupbds, Floor and Dining Area W/Patio Doors Onto New Deck. Roof, Frplc, Furnace Updated Too. 3 Beds Up, 4Th Br/Exs Rm, Large Family Rm/Gas Frplc."
3,5,,,,,,,,Finished,,,,,,,,,,,False,,,1437.0,,,,,,,False,,,False,,False,,,,,,,,,,,,,,,,,,,,,,False,,,,,False,1202722230088,False,False,,,,Single Family,,,,,,,False,,,False,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,False,Saint Paul Park,,,[],55071,945 1st St,Saint Paul Park,MN,44.841111,-93.001276,383949.0,PRE_FORECLOSURE,0,55071_15,"Zestimate&reg; Home Value: $383,949. This 1437 square foot single family home has 3 bedrooms and 5.0 bathrooms. It is located at 945 1st St Saint Paul Park, Minnesota."
3,1,1,0,0,0,,,,Finished,"['Carpet', 'Linoleum / Vinyl']",['Forced air'],True,,,,,,,,False,,,1706.0,,,,,,,False,,,False,,False,,,,1,,,,,,['Wood'],,,,,,,,,,,,False,0.2 acres,,,,False,1202722420047,False,False,,,,Single Family,,,['Concrete Block'],Asphalt,,,False,,,False,,,,,,,,,,,,,,,True,False,,Ranch,,,South Washington County - 833,,South Washington County - 833,,South Washington County - 833,,,False,Saint Paul Park,,,[],55071,1037 Summit Ave,Saint Paul Park,MN,44.838959,-92.991469,230219.0,PRE_FORECLOSURE,0,55071_16,"Zestimate&reg; Home Value: $230,219. "
3,3,0,0,0,0,,,[],"Full, Finished (Livable), Sump Pump, Concrete Block, Walkout, Egress Windows, Drainage System",['Tile'],['Forced air'],True,['Central'],True,"['Range', 'Microwave', 'Refrigerator']",,,,,False,,,1864.0,,,,['Attached Garage'],,,False,,,False,,False,,,,,,,,,,"['Brick', 'Stone', 'Vinyl']",,,,,,,,,,,,False,0.1 acres,,,,False,1202722330047,False,False,,Residential-Multi-Family,,Townhouse,,,,Asphalt,,,False,,,False,,,,['City Sewer/Connected'],,,,,,,,,,,True,False,,,,,South Washington 833,,South Washington 833,,South Washington 833,,,False,Saint Paul Park,5432810,,"[{'name': 'AmenitiesUnit', 'value': 'Deck, Porch, Vaulted Ceiling(s), Tiled Floors, Washer/Dryer Hookup, Patio, Walk-In Closet, Master Bedroom Walk-In Closet, Paneled Doors'}, {'name': 'BathDesc', 'value': 'Private Master, Full Master, 3/4 Basement, Upper Level Full Bath, Walk-In Shower Stall, Bathroom Ensuite'}, {'name': 'Exterior', 'value': 'Brick/Stone, Vinyl'}, {'name': 'DiningRoomDescription', 'value': 'Informal Dining Room, Kitchen/Dining Room, Living/Dining Room'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'GarageDescription', 'value': 'Attached Garage, Garage Door Opener, Driveway - Concrete, Tuckunder Garage'}, {'name': 'FireplaceLoc', 'value': 'Living Room, Gas Burning, Stone'}, {'name': 'HeatingDescription', 'value': 'Forced Air, Fireplace'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles, Pitched, Age 8 Years or Less'}, {'name': 'FrontageFeet', 'value': 'Private'}, {'name': 'Water', 'value': 'City Water/Connected'}, {'name': 'Status', 'value': 'Active'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Model (for sale)'}, {'name': 'AssocFeeIncludes', 'value': 'Shared Amenities, Sanitation, Snow/Lawn Care, Outside Maintenance, Professional Mgmt, Hazard Insurance, Lawn Care'}, {'name': 'TaxYear', 'value': '2020.00'}]",55071,1235 Mullan Ct,Saint Paul Park,MN,44.835616,-93.002108,285000.0,FOR_SALE,16,55071_17,"For sale: $285,000. Completed model available for showings. This 3 bed and 3 bath townhome has the space you're looking for with 12 foot tall ceilings, ship lap and a finished lower level. A large fireplace accents the main living room. The master suite is complete with 5-piece ensuite bath and two closets. The kitchen glows with included stainless steel appliances, soft close cabinetry and granite counter tops. You can choose one to be built and personalize it with your choice of finishes and upgrades to be ready in 60 days' time or less."
4,2,1,1,0,0,,,,Finished,"['Carpet', 'Linoleum / Vinyl']",['Forced air'],True,['Central'],True,,,,,,False,,,1664.0,,,,"['Attached Garage', 'Detached Garage']",2,,False,True,,False,,False,,,,,,,,,,['Metal'],,,,,,,,,,,,False,0.35 acres,,,,False,1302722210012,False,False,,,,Single Family,,,['Concrete Block'],Asphalt,,,False,,,False,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,False,Saint Paul Park,,,[],55071,1344 4th St,Saint Paul Park,MN,44.833393,-92.995719,279352.0,FORECLOSED,2,55071_18,"Zestimate&reg; Home Value: $279,352. Great 4 BR, 2 bath family home freshly updated and move-in ready! You will love the spectacular and fenced 1/3 acre lot which offers tremendous family play space and a tranquil setting. New flooring throughout and fresh paint help this home look and feel like new. New stainless and flooring in the large bright kitchen too. Over sized 2 car offers great additional store age or work space for Dad! Prime St. Paul Park location"
1,1,1,0,0,0,,,[],,"['Carpet', 'Linoleum / Vinyl']",['Forced air'],True,,,"['Dishwasher', 'Dryer', 'Range / Oven', 'Refrigerator', 'Washer']",,,,,False,,,572.0,,,,,,,False,,,False,,False,,,,1,,,,,,['Vinyl'],,,,,,,,,,,,False,0.23 acres,,,,False,1202722420055,False,False,,,,Single Family,,,['Concrete Block'],Asphalt,,,False,,,False,,,,,,,,,,,,,,,True,False,,Ranch,,,South Washington County,,South Washington County,,South Washington County,,,False,Saint Paul Park,,,"[{'name': 'PRESENTUSE', 'value': 'Yearly'}, {'name': 'STATUS', 'value': 'Pending'}, {'name': 'ZONING', 'value': 'Residential-Single Family'}, {'name': 'FRONTAGEFEET', 'value': 'Paved Streets, Curbs, City'}, {'name': 'BASEMENT', 'value': 'Full, Daylight/Lookout Windows, Unfinished'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'HEATINGDESCRIPTION', 'value': 'Forced Air'}, {'name': 'APPLIANCES', 'value': 'Range, Refrigerator, Washer, Dryer, Dishwasher'}, {'name': 'BATHDESC', 'value': 'Main Floor 3/4 Bath'}, {'name': 'ROOMFLOOR1', 'value': 'Main'}, {'name': 'ROOF', 'value': 'Asphalt Shingles'}, {'name': 'EXTERIOR', 'value': 'Vinyl'}, {'name': 'FUEL', 'value': 'Natural Gas'}, {'name': 'SEWER', 'value': 'City Sewer/Connected'}, {'name': 'WATER', 'value': 'City Water/Connected'}, {'name': 'AMENITIESUNIT', 'value': 'Kitchen Window, Ceiling Fan(s), Washer/Dryer Hookup'}, {'name': 'DININGROOMDESCRIPTION', 'value': 'Kitchen/Dining Room, Eat In Kitchen'}, {'name': 'SPECIALSEARCH', 'value': 'Main Floor Bedroom'}, {'name': 'GARAGEDESCRIPTION', 'value': 'Driveway - Gravel'}, {'name': 'TAXYEAR', 'value': '2019.00'}, {'name': 'DAYSONMARKET', 'value': '82'}, {'name': 'DAYSONMARKETCUMULATIVE', 'value': '82'}, {'name': 'OFFMARKETDATE', 'value': '2020-02-24T10:39:08'}]",55071,1121 Summit Ave,Saint Paul Park,MN,44.837742,-92.991176,110000.0,RECENTLY_SOLD,6,55071_19,"Recently sold: $110,000. Meticulously maintained 1 bedroom bungalow on an over sized lot. Fantastic starter home with low monthly payments. Very clean and updated. Quiet neighborhood. Great location!"
3,1,0,0,0,0,,,[],Finished,"['Carpet', 'Hardwood', 'Linoleum / Vinyl']",['Forced air'],True,['Central'],True,"['Dishwasher', 'Freezer', 'Garbage disposal', 'Range / Oven']",,,,False,False,,,1184.0,,,,['Detached Garage'],2,,False,True,,False,,False,,,,1,,,False,False,,['Vinyl'],,,,,False,,,,,,,False,0.26 acres,,,,False,0702721230036,False,False,,,,Single Family,,,['Concrete Block'],Shake/Shingle,,,False,2008,,False,,,,,,,,,,,,,,,True,False,,Other,,,833,,833,,833,,,False,Saint Paul Park,,,"[{'name': 'central_air_desc', 'value': 'Central A/C'}, {'name': 'roof_types', 'value': 'Unknown'}, {'name': 'architectural_style', 'value': 'Other'}, {'name': 'dining_rooms', 'value': '0'}, {'name': 'living_rooms', 'value': '0'}, {'name': 'fireplaces', 'value': '0'}, {'name': 'taxes_annual', 'value': '2281'}]",55071,908 Lincoln Ave,Saint Paul Park,MN,44.841831,-92.983674,225000.0,RECENTLY_SOLD,3,55071_20,"Recently sold: $225,000. This home has been fully renovated with style and charm. It features a large eat in kitchen with oak floors and cabinets, plus new appliances. Recently painted and new carpet under 1 year old. Basement finished with family room, office, 3/4 bath. Large 2 car garage and a great yard with fire pit. $50 application fee per person. $1,000 damage deposit due at lease signing."
2,2,1,0,1,0,,,[],,"['Carpet', 'Linoleum / Vinyl']",['Forced air'],True,['Central'],True,"['Dishwasher', 'Dryer', 'Microwave', 'Range / Oven', 'Refrigerator', 'Washer']",,,,,False,,,1590.0,,,,['Attached Garage'],1,,False,True,,False,,False,,,,2,,,,,,"['Brick', 'Vinyl']",,,,,,,,,,,,False,,,,,False,1202722320130,False,False,,,,Single Family,,,['Slab'],Asphalt,,,False,,,False,,,,,,,,,,,,,,,True,False,,Other,,,,,,,,,,False,Saint Paul Park,,,"[{'name': 'PRESENTUSE', 'value': 'Yearly'}, {'name': 'STATUS', 'value': 'Pending'}, {'name': 'ZONING', 'value': 'Residential-Single Family'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'EXTERIOR', 'value': 'Metal, Vinyl, Brick/Stone'}, {'name': 'GARAGEDESCRIPTION', 'value': 'Attached Garage, Driveway - Asphalt'}, {'name': 'HEATINGDESCRIPTION', 'value': 'Forced Air'}, {'name': 'APPLIANCES', 'value': 'Range, Refrigerator, Washer, Dryer, Microwave, Dishwasher, Freezer, Water Softener - Owned'}, {'name': 'FIREPLACELOC', 'value': 'Living Room'}, {'name': 'BATHDESC', 'value': 'Main Floor 1/2 Bath, Upper Level Full Bath'}, {'name': 'ROOMFLOOR1', 'value': 'Main'}, {'name': 'ROOF', 'value': 'Asphalt Shingles'}, {'name': 'FUEL', 'value': 'Natural Gas'}, {'name': 'SEWER', 'value': 'City Sewer/Connected'}, {'name': 'WATER', 'value': 'City Water/Connected'}, {'name': 'AMENITIESUNIT', 'value': 'Patio, Ceiling Fan(s), Washer/Dryer Hookup, Walk-In Closet, Master Bedroom Walk-In Closet'}, {'name': 'ASSOCFEEINCLUDES', 'value': 'Sanitation, Outside Maintenance, Hazard Insurance, Water/Sewer, Building Exterior, Professional Mgmt, Snow Removal, Lawn Care'}, {'name': 'SPECIALSEARCH', 'value': '2nd Floor Laundry'}, {'name': 'STYLE', 'value': '(TH) Side x Side'}, {'name': 'DININGROOMDESCRIPTION', 'value': 'Separate/Formal Dining Room'}, {'name': 'TAXYEAR', 'value': '2019.00'}, {'name': 'DAYSONMARKET', 'value': '32'}, {'name': 'DAYSONMARKETCUMULATIVE', 'value': '32'}, {'name': 'OFFMARKETDATE', 'value': '2020-01-06T10:28:24'}]",55071,110 River Woods Dr W,Saint Paul Park,MN,44.838976,-93.003917,208000.0,RECENTLY_SOLD,0,55071_21,"Recently sold: $208,000. Rare opportunity to own this 2 bedroom plus loft end unit townhouse. The home features a gas fireplace, upper level laundry, large kitchen pantry, master bedroom with walk-in closet and large side yard/patio space. Convenient location to restaurants and shops. Don't miss this one it will not be on long."
3,1,1,0,0,0,,,[],Full,['Hardwood'],['Forced air'],True,['Central'],True,"['Range', 'Dishwasher', 'Refrigerator', 'Washer', 'Dryer', 'Freezer']",,,,,False,,,928.0,,,,['Detached Garage'],2,,False,True,,False,,False,,,,1,,,,,,['Stucco'],,,,,,,,,,,,False,0.26 acres,,,,False,0702721320018,False,False,,Residential-Single Family,,Single Family,,,['Concrete Block'],Asphalt,,,False,,,False,,,,['City Sewer/Connected'],,,,,,,,,,,True,False,,Ranch,,,,,,,,,,False,Saint Paul Park,,,"[{'name': 'AmenitiesUnit', 'value': 'Kitchen Window, Hardwood Floors, Washer/Dryer Hookup, Ceiling Fan(s), Main Floor Master Bedroom'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'SpecialSearch', 'value': '3 BR on One Level, Main Floor Bedroom'}, {'name': 'GarageDescription', 'value': 'Detached Garage, Driveway - Concrete, No Int Access to Dwelling'}, {'name': 'BathDesc', 'value': 'Main Floor Full Bath'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'FrontageFeet', 'value': 'Paved Streets, City, Curbs'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles, Age 8 Years or Less'}, {'name': 'DiningRoomDescription', 'value': 'Eat In Kitchen'}, {'name': 'Water', 'value': 'City Water/Connected'}, {'name': 'Exterior', 'value': 'Stucco'}, {'name': 'Fence', 'value': 'Chain Link, Full'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}]",55071,1044 Dayton Ave,Saint Paul Park,MN,44.838721,-92.980854,215500.0,RECENTLY_SOLD,45,55071_22,"Recently sold: $215,500. You will be impressed with this 3 bedroom one story.  New paint inside and out, floor covering, kitchen appliances and cabinets, all doors and shows very well.  Two car garage, fenced yard, central air and large corner lot.  Priced to sell fast and close quick."
3,2,1,0,1,0,,,[],"Full, Concrete Block, Partial Finished","['Hardwood', 'Tile']",['Forced air'],True,['Central'],True,"['Range', 'Microwave', 'Exhaust Fan/Hood', 'Dishwasher', 'Refrigerator', 'Washer', 'Dryer', 'Water Softener - Owned']",,,,True,False,,,1099.0,,,,['Detached Garage'],3,,False,True,,False,,False,,,,1,,,,,,"['Metal', 'Vinyl']",,,,,,,,,,,,False,0.24 acres,,,,False,1202722110009,False,False,,Residential-Single Family,,Single Family,,,['Concrete'],Asphalt,,,False,,,False,,,,['City Sewer/Connected'],,,,,,,,,,,True,False,,Other,,,,,,,,,,False,Saint Paul Park,,,"[{'name': 'AmenitiesUnit', 'value': 'Porch, Kitchen Window, Hardwood Floors, Tiled Floors, Washer/Dryer Hookup, Walk-In Closet, Ceiling Fan(s), Main Floor Master Bedroom'}, {'name': 'FireplaceLoc', 'value': 'Wood Burning, Living Room, Brick'}, {'name': 'DiningRoomDescription', 'value': 'Kitchen/Dining Room'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'Exterior', 'value': 'Vinyl, Metal'}, {'name': 'Fence', 'value': 'Wood, Privacy, Full'}, {'name': 'GarageDescription', 'value': 'Insulated Garage, Detached Garage, Garage Door Opener, Heated Garage, Driveway - Asphalt, Driveway - Concrete'}, {'name': 'BathDesc', 'value': 'Main Floor Full Bath, 1/2 Basement'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles, Age Over 8 Years'}, {'name': 'SpecialSearch', 'value': 'Main Floor Bedroom'}, {'name': 'FrontageFeet', 'value': 'City'}, {'name': 'Water', 'value': 'City Water/Connected'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}]",55071,756 Ashland Ave,Saint Paul Park,MN,44.844939,-92.986616,226000.0,RECENTLY_SOLD,32,55071_23,"Recently sold: $226,000. Charming home in the quaint town of St Paul Park! Gorgeous privacy fenced in yard with massive porch coming off the side door. Main floor offers a wood burning fireplace, bedroom, and full bath. Upper level features 2 bedrooms with walk-in closets. New paint and trim throughout! Exterior of the home is meticulously maintained with a massive 4 car garage that offers cooling and heating! Plenty of space for cars or storage. Come and see for yourself! Quick-close possible!"
3,2,0,0,0,0,,,[],Partial Finished,['Hardwood'],['Forced air'],True,['Central'],True,['Water Softener - Owned'],,,,True,False,,,1518.0,,,,['Attached Garage'],2,,False,True,,False,,False,,,,,,,False,False,,['Vinyl'],,,,,False,,,,,,,False,0.26 acres,,,,False,1302722110038,False,False,,Residential-Single,,Single Family,,,['Concrete Block'],Asphalt,,,False,1987,,False,,,,['Connected'],,,,,,,,,,,True,False,,Other,,,South Washington County #833,,South Washington County #833,,South Washington County #833,,,False,Saint Paul Park,,,"[{'name': 'AmenitiesUnit', 'value': 'Kitchen Window'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'Fence', 'value': 'Wood'}, {'name': 'GarageDescription', 'value': 'Garage Door Opener'}, {'name': 'GarageDescription', 'value': 'Driveway - Asphalt'}, {'name': 'HandicapAccess', 'value': 'None'}, {'name': 'FrontageFeet', 'value': 'Paved Streets'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Pitched'}, {'name': 'Fence', 'value': 'Partial'}, {'name': 'OutBuildings', 'value': 'Storage Shed'}, {'name': 'FrontageFeet', 'value': 'City'}, {'name': 'Water', 'value': 'Connected'}, {'name': 'BathDesc', 'value': 'Upper Level Full Bath'}, {'name': 'FrontageFeet', 'value': 'Curbs'}, {'name': 'Fence', 'value': 'Chain Link'}, {'name': 'Style', 'value': '(SF) Three Level Split'}]",55071,1478 Laurel Ave,Saint Paul Park,MN,44.830425,-92.985066,247000.0,RECENTLY_SOLD,0,55071_24,"Recently sold: $247,000. Outstanding home in impeccable condition! Beautifully updated kitchen with newer appliances, countertops &amp; wood floor. Dining room boasts built-in hutch &amp; access to a adorable 3 season porch that walks out to deck &amp; lovely fenced yard. Comfortable family room LL enjoys a gas FP &amp; good natural light. Both bathrooms are very nicely appointed. 4th level crawl space is huge and great for all kinds of storage. Well-constructed quality home and maintained to perfection. 12x12 storage shed."
3,1,1,0,0,0,,,[],Full,"['Carpet', 'Linoleum / Vinyl']",['Forced air'],True,['Central'],True,"['Range', 'Refrigerator', 'Washer', 'Dryer']",,,,,False,,,1040.0,,,,['Detached Garage'],2,,False,True,,False,,False,,,,1,,,,,,['Metal'],,,,,,,,,,,,False,0.34 acres,,,,False,1802721210010,False,False,,Residential-Single Family,,Single Family,,,['Concrete Block'],Asphalt,,,False,,,False,,,,['City Sewer/Connected'],,,,,,,,,,,True,False,,Ranch,,,,,,,,,,False,Saint Paul Park,,,"[{'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'GarageDescription', 'value': 'Detached Garage'}, {'name': 'BathDesc', 'value': 'Main Floor Full Bath'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Age 8 Years or Less'}, {'name': 'Fence', 'value': 'Wire'}, {'name': 'Exterior', 'value': 'Metal'}, {'name': 'DiningRoomDescription', 'value': 'Eat In Kitchen'}, {'name': 'FrontageFeet', 'value': 'City'}, {'name': 'Water', 'value': 'City Water/Connected'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}]",55071,1401 Dixon Dr,Saint Paul Park,MN,44.833303,-92.978268,207500.0,RECENTLY_SOLD,26,55071_25,"Recently sold: $207,500. This quaint home is located in a great neighborhood, needs some TLC but has great structure come and check this one out!This home will be purchased &quot;AS IS&quot;"
