bedrooms,bathrooms,bathroomsFull,bathroomsThreeQuarter,bathroomsHalf,bathroomsOneQuarter,bathroomsPartial,mainLevelBathrooms,rooms,basement,flooring,heating,hasHeating,cooling,hasCooling,appliances,laundryFeatures,fireplaces,fireplaceFeatures,hasFireplace,furnished,commonWalls,buildingArea,livingArea,aboveGradeFinishedArea,belowGradeFinishedArea,parking,parkingFeatures,garageSpaces,coveredSpaces,hasAttachedGarage,hasGarage,openParkingSpaces,hasOpenParking,carportSpaces,hasCarport,otherParking,accessibilityFeatures,levels,stories,entryLevel,entryLocation,hasPrivatePool,hasSpa,spaFeatures,exteriorFeatures,patioAndPorchFeatures,fencing,view,hasView,hasWaterfrontView,waterfrontFeatures,frontageType,frontageLength,topography,woodedArea,vegetation,canRaiseHorses,lotSize,lotSizeDimensions,otherStructures,additionalParcelsDescription,hasAdditionalParcels,parcelNumber,hasAttachedProperty,hasLandLease,landLeaseAmount,zoning,zoningDescription,homeType,architecturalStyle,constructionMaterials,foundationDetails,roofType,windowFeatures,propertyCondition,isNewConstruction,yearBuiltEffective,builderModel,hasHomeWarranty,electric,hasElectricOnProperty,gas,sewer,waterSources,utilities,greenBuildingVerificationType,greenEnergyEfficient,greenIndoorAirQuality,greenSustainability,greenWaterConservation,numberOfUnitsInCommunity,numberOfUnitsVacant,storiesTotal,hasPetsAllowed,hasRentControl,buildingFeatures,structureType,buildingName,elementarySchool,elementarySchoolDistrict,middleOrJuniorSchool,middleOrJuniorSchoolDistrict,highSchool,highSchoolDistrict,securityFeatures,communityFeatures,isSeniorCommunity,cityRegion,listingId,buildingAreaSource,otherFacts,zipcode,streetAddress,city,state,latitude,longitude,price,homeStatus,photoCount,imageId,description
3,3,1,1,1,0,,,[],"Full, Walkout, Daylight/Lookout Windows",,['Forced air'],True,['Central'],True,"['Range', 'Microwave', 'Exhaust Fan/Hood', 'Dishwasher', 'Refrigerator', 'Washer', 'Dryer', 'Disposal', 'Water Softener - Owned', 'Furnace Humidifier', 'Gas Water Heater']",,,,True,False,,,2785.0,,,,['Attached Garage'],2,,False,True,,False,,False,,,,1,,,,,,"['Brick', 'Metal', 'Stone']",,,,,,,,,,,,False,0.07 acres,,,,False,012923210080,False,False,,Residential-Single Family,,Townhouse,,,,Asphalt,,,False,,,False,,,,['City Sewer/Connected'],,,,,,,,,,,True,False,,,,,,,,,,,,False,Roseville,5502245,,"[{'name': 'AmenitiesUnit', 'value': 'Deck, Kitchen Window, Vaulted Ceiling(s), Sun Room, Washer/Dryer Hookup, Ceiling Fan(s), Master Bedroom Walk-In Closet, Main Floor Master Bedroom'}, {'name': 'BathDesc', 'value': 'Private Master, Main Floor 1/2 Bath, 3/4 Basement'}, {'name': 'Exterior', 'value': 'Brick/Stone, Metal'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'GarageDescription', 'value': 'Attached Garage'}, {'name': 'FireplaceLoc', 'value': 'Living Room, Family Room, Gas Burning'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles'}, {'name': 'DiningRoomDescription', 'value': 'Living/Dining Room'}, {'name': 'FrontageFeet', 'value': 'City'}, {'name': 'Water', 'value': 'City Water/Connected'}, {'name': 'HandicapAccess', 'value': 'No Stairs Internal'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}, {'name': 'AssocFeeIncludes', 'value': 'Sanitation, Snow/Lawn Care, Outside Maintenance, Building Exterior, Hazard Insurance'}, {'name': 'AmenitiesShared', 'value': 'In-Ground Sprinkler System'}, {'name': 'TaxYear', 'value': '2020.00'}, {'name': 'PowerCompanyName', 'value': 'Xcel Energy'}]",55113,3019 Highpointe Curv,Roseville,MN,45.032352,-93.117874,439900.0,FOR_SALE,32,55113_0,"For sale: $439,900. This former Owasso Hills Harstad model home with open floor plan is filled with natural light. All living facilities are on the main floor including laundry and powder room. The 4-season sunroom and private deck overlook a serene area with wildlife. You will be taken by the spacious great room with vaulted ceilings from the moment you enter the home. Large kitchen perfect for gathering features an informal dining area, bay window, beautiful back splash, abundant granite counters and numerous cupboards. Large Great room with gas fireplace is a perfect place to relax and entertain or host a large dinner party. Main floor den could be a second bedroom if a wardrobe is added. Spacious owner's suite with large walk-in closet and updated generous bathroom. Bathroom features walk-in tub, separate shower, double sinks and beautiful hard surface counter. Lower level boasts an office, bedroom, three quarter bathroom, family room with a gas fireplace. Unique exterior egress from the lower level."
5,4,3,0,1,0,,,[],"Full, Finished (Livable), Drain Tiled, Sump Pump, Walkout, Egress Windows, Daylight/Lookout Windows","['Carpet', 'Hardwood', 'Tile']",['Forced air'],True,['Central'],True,"['Range', 'Microwave', 'Exhaust Fan/Hood', 'Dishwasher', 'Refrigerator', 'Washer', 'Dryer', 'Disposal', 'Furnace Humidifier', 'Air-To-Air Exchanger', 'Central Vacuum']",,,,True,False,,,4158.0,,,,['Attached Garage'],3,,False,True,,False,,False,,,,2,,,False,False,,"['Brick', 'Cement concrete', 'Stone']",,,,,False,,,,,,,False,0.3 acres,,,,False,012923240080,False,False,,Residential-Single Family,,Single Family,,,,Asphalt,,,False,2017,,False,,,,['City Sewer/Connected'],,,,,,,,,,,True,False,,Colonial,,,,,,,,,,False,Roseville,5348513,,"[{'name': 'AmenitiesUnit', 'value': 'Deck, Porch, Natural Woodwork, Vaulted Ceiling(s), Hardwood Floors, Tiled Floors, Washer/Dryer Hookup, Patio, Walk-In Closet, In-Ground Sprinkler, Security System, Kitchen Center Island, French Doors, Master Bedroom Walk-In Closet, Paneled Doors'}, {'name': 'BathDesc', 'value': 'Private Master, Full Master, Main Floor 1/2 Bath, Full Basement, Upper Level Full Bath, Separate Tub & Shower, Walk-In Shower Stall, Jetted Tub'}, {'name': 'Exterior', 'value': 'Brick/Stone, Cement Board, Steel Siding'}, {'name': 'DiningRoomDescription', 'value': 'Informal Dining Room, Breakfast Area, Separate/Formal Dining Room'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'GarageDescription', 'value': 'Attached Garage, Insulated Garage, Garage Door Opener'}, {'name': 'FireplaceLoc', 'value': 'Living Room, Family Room, Gas Burning'}, {'name': 'SpecialSearch', 'value': '3 BR on One Level, Main Floor Laundry, 4 BR on One Level'}, {'name': 'HeatingDescription', 'value': 'Forced Air, In-Floor Heating'}, {'name': 'FrontageFeet', 'value': 'Paved Streets, Curbs'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles, Pitched'}, {'name': 'Water', 'value': 'City Water/Connected'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}, {'name': 'AssocFeeIncludes', 'value': 'Other'}]",55113,485 Hillscourte N,Roseville,MN,45.028647,-93.120656,675000.0,FOR_SALE,34,55113_1,"For sale: $675,000. Contact the listing agent, Krista Wolter, at 612-247-5106 for additional information and a private showing. Welcome home to this 2 story charmer in Owasso Hills on a cul-de-sac lot that features $183k in home improvements by these sellers. Convenient location to both downtown Mpls and St. Paul. You'll love the trails through Owasso Hills Park along with the private backyard. Open, spacious floor plan that is perfect for entertaining. Home features natural, custom maple cabinetry with natural maple flooring. Main floor den and 4 season porch with in-floor heat make for easy day to day living. Four bedrooms up with a spacious master suite. Finished lower level walkout has billiards space, game area and family room along with 5th bedroom and full bath. Home improvements include: New maintenance free deck, updated kitchen and appliances, 4 season porch addition, 40 yr Timberline roof, Marvin windows throughout, newer mechanicals, new flooring, paint and more. Meticulous homeowners. Ready to move in and enjoy!"
4,2,1,1,0,0,,,,Finished,,['Forced air'],True,['Central'],True,,,,,True,False,,,2030.0,,,,['Detached Garage'],,,False,,,False,,False,,,,1,,,,,,['Stucco'],,,,,,,,,,,,False,0.41 acres,,,,False,152923210089,False,False,,,,Single Family,,,,,,,False,2019,,False,,,,,,,,,,,,,,,True,False,,Bungalow,,,,,,,,,,False,Roseville,,,[],55113,Belmont Ln W,Roseville,MN,45.003832,-93.157968,309900.0,FOR_SALE,1,55113_2,"Coming soon: $309,900. Brand New Remodel in Great Location! You'll love this home!~"
3,1,0,0,0,0,,,,,,['Other'],True,['Central'],True,,,,,,False,,,1008.0,,,,['Attached Garage'],,,False,,,False,,False,,,,1,,,,,,['Stucco'],,,,,,,,,,,,False,0.27 acres,,,,False,012923410049,False,False,,,,Single Family,,,,,,,False,,,False,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,False,Roseville,,,[],55113,2850 Galtier St,Roseville,MN,45.026955,-93.110832,256761.0,FORECLOSED,5,55113_3,"Zestimate&reg; Home Value: $256,513. Buy this foreclosure deal the right way. Visit us at Auction.com, then login or create a free account to save this property and receive important alerts. We'll let you know if the Est. Credit Bid has posted, when the property has cleared for sale, is postponed or canceled, and the property's winning bid amount if it sells. Auction.com is your source for 30,000+* discounted foreclosure and bank-owned properties and auction events nationwide. Find the best deals in your market now. *Based on data from August 2019."
3,2,0,0,0,0,,,,Finished,['Hardwood'],['Forced air'],True,['Central'],True,,,,,True,False,,,1596.0,,,,['Detached Garage'],,,False,,,False,,False,,,,1,,,,,,['Stucco'],,,,,,,,,,,,False,0.25 acres,,,,False,012923140009,False,False,,,,Single Family,,,,,,,False,,,False,,,,,,,,,,,,,,,True,False,,Ranch,,,Roseville #623,,Roseville #623,,Roseville #623,,,False,Roseville,5430985,,[],55113,2917 Rice St,Roseville,MN,45.029108,-93.106553,260000.0,FOR_SALE,14,55113_4,"For sale: $260,000. "
4,3,2,1,0,0,,,,None,,['Forced air'],True,['Central'],True,"['Dishwasher', 'Dryer', 'Freezer', 'Garbage disposal', 'Microwave', 'Range / Oven', 'Refrigerator', 'Washer']",,,,True,False,,,3564.0,,,,['Attached Garage'],4,,False,True,,False,,False,,,,1,,,False,False,,['Stucco'],,,,,True,,,,,,,False,1.64 acres,,,,False,042923120042,False,False,,,,Single Family,,,,,,,False,,,False,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,False,Roseville,5472468,,[],55113,3022 Shorewood Ln,Roseville,MN,45.032539,-93.173183,649000.0,FOR_SALE,25,55113_5,"For sale: $649,000. Sensational one level home.  Open concept kitchen/dining/family room in the center of the house.  Tons of beautiful built-ins throughout plus 2 gas fireplaces.  Great natural light from loads of windows.  Plenty of separate space with  large living room on one end and another family room on the other. New hardwood floors, carpeting and paint in addition to all new HVAC.  Lots of storage with 4 car heated garage, dedicated work room and separate laundry room.
There is a large screen porch across the back facing a flat fenced backyard above the small lake.  The huge lot runs down to Little Lake Johanna with 40 feet of lake access."
3,3,1,1,1,0,,,,Finished,,['Forced air'],True,['Central'],True,,,,,True,False,,,3618.0,,,,['Attached Garage'],3,,False,True,,False,,False,,,,1,,,,,,['Other'],,,,,,,,,,,,False,0.11 acres,,,,False,082923430092,False,False,,,,Townhouse,,,,,,,False,,,False,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,False,Roseville,5493230,,[],55113,2212 Midland View Ct N,Roseville,MN,45.007677,-93.19537,629900.0,FOR_SALE,32,55113_6,"For sale: $629,900. Beautiful quality built with all the upgrades, custom everything. Stonecrest development, convenient to everything: Rosedale parks, playgrounds, transportation and both downtowns. Great kitchen: granite, SS, Center island with snack bar, formal dining + bfsk area. Vaulted sun room opens to deck. Beautiful woodwork. Spacious Master suite, 2 walk-in closets. Finished lower level, family rm, gas FP, kitchen area, 2 brs and bath. Main level 10 ft. ceilings. See today!"
2,2,2,0,0,0,,,[],None,"['Hardwood', 'Tile']",['Forced air'],True,['Central'],True,"['Dishwasher', 'Refrigerator', 'Cooktop', 'Wall Oven']",,,,True,False,,,2178.0,,,,['Attached Garage'],2,,False,True,,False,,False,,,,1,,,,,,"['Brick', 'Stucco', 'Wood']",,,,,,,,,,,,False,0.05 acres,,,,False,172923130099,False,False,,Residential-Multi-Family,,Condo,,,,,,,False,,,False,,,,['City Sewer/Connected'],,,,,,,,,,,True,False,,,,,,,,,,,,False,Roseville,5487663,,"[{'name': 'AmenitiesUnit', 'value': 'Deck, Hardwood Floors, Tiled Floors, Master Bedroom Walk-In Closet, Panoramic View, Intercom System'}, {'name': 'BathDesc', 'value': 'Private Master, Full Master, Main Floor Full Bath'}, {'name': 'Exterior', 'value': 'Brick/Stone, Stucco, Shakes'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'GarageDescription', 'value': 'Attached Garage, Heated Garage, Underground Garage, Assigned'}, {'name': 'FireplaceLoc', 'value': 'Living Room, Gas Burning'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'SpecialSearch', 'value': 'Main Floor Bedroom, All Living Facilities on One Level'}, {'name': 'AmenitiesShared', 'value': 'Security Building, Elevator(s), Deck'}, {'name': 'Water', 'value': 'City Water/Connected'}, {'name': 'DiningRoomDescription', 'value': 'Separate/Formal Dining Room'}, {'name': 'SharedRooms', 'value': 'Guest Suite, Sun Room, Amusement/Party Room'}, {'name': 'HandicapAccess', 'value': 'Roll Under Accessibility'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}, {'name': 'AssocFeeIncludes', 'value': 'Shared Amenities, Sanitation, Outside Maintenance, Building Exterior, Professional Mgmt, Water/Sewer, Parking Space, Cable TV, Internet, Snow Removal'}]",55113,1940 Fulham St APT 310,Roseville,MN,44.99964,-93.196628,750000.0,FOR_SALE,19,55113_7,"For sale: $750,000. The grand of the grand at The Villas at Midlands. Southern views overlooking the golf course allows for full sunshine all day. Modern open floor plan. Peace and tranquility. Great location, minutes to everything."
5,4,2,1,1,0,,,[],"Finished (Livable), Sump Pump, Concrete Block, Egress Windows",['Tile'],['Forced air'],True,['Central'],True,"['Range', 'Microwave', 'Exhaust Fan/Hood', 'Dishwasher', 'Refrigerator', 'Washer', 'Dryer', 'Disposal', 'Water Softener - Owned']",,,,True,False,,,3145.0,,,,['Attached Garage'],3,,False,True,,False,,False,,,,2,,,,,,"['Brick', 'Stone', 'Stucco']",,,,,,,,,,,,False,0.39 acres,,,,False,032923410050,False,False,,Residential-Single Family,,Single Family,,,,Asphalt,,,False,,,False,,,,['City Sewer/Connected'],,,,,,,,,,,True,False,,Colonial,,,Roseville 623,,Roseville 623,,Roseville 623,,,False,Roseville,,,"[{'name': 'AmenitiesUnit', 'value': 'Kitchen Window, Vaulted Ceiling(s), Tiled Floors, Washer/Dryer Hookup, Patio, Walk-In Closet, Ceiling Fan(s), Security System, Sauna, Kitchen Center Island, Master Bedroom Walk-In Closet'}, {'name': 'BathDesc', 'value': 'Main Floor 3/4 Bath, Private Master, Full Master, Main Floor 1/2 Bath, Upper Level Full Bath, Separate Tub & Shower, Walk-In Shower Stall, Jetted Tub'}, {'name': 'Exterior', 'value': 'Brick/Stone, Stucco'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'GarageDescription', 'value': 'Attached Garage, Insulated Garage, Garage Door Opener, Driveway - Concrete'}, {'name': 'Fence', 'value': 'Wood'}, {'name': 'FireplaceLoc', 'value': 'Living Room, Gas Burning'}, {'name': 'SpecialSearch', 'value': '3 BR on One Level, Main Floor Laundry, Main Floor Bedroom'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'FrontageFeet', 'value': 'Paved Streets, City'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles, Age Over 8 Years'}, {'name': 'DiningRoomDescription', 'value': 'Breakfast Area, Eat In Kitchen, Separate/Formal Dining Room'}, {'name': 'OutBuildings', 'value': 'Storage Shed'}, {'name': 'Water', 'value': 'City Water/Connected'}, {'name': 'LakeWaterfront', 'value': 'Pond'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}]",55113,1120 County Road C2 W,Roseville,MN,45.027619,-93.14808,469000.0,FOR_SALE,27,55113_8,"For sale: $469,000. "
2,1,0,0,0,0,,,[],,,['Forced air'],True,['Central'],True,['Range / Oven'],,,,True,False,,,864.0,,,,['Detached Garage'],,,False,,,False,,False,,,,1,,,,,,['Other'],,,,,,,,,,,,False,0.26 acres,,,,False,112923310023,False,False,,,,Single Family,,,,Asphalt,,,False,,,False,,,,,,,,,,,,,,,True,False,,Bungalow,,,,,,,,,,False,Roseville,,,"[{'name': 'central_air_desc', 'value': 'Central A/C'}, {'name': 'architectural_style', 'value': 'Other'}, {'name': 'taxes_annual', 'value': '2360'}]",55113,963 Grandview Ave W,Roseville,MN,45.01291,-93.140739,182757.0,PRE_FORECLOSURE,5,55113_9,"Recently sold: $164,848. Buy this foreclosure deal the right way. Jump on this HOT deal. Based on the data provided to Auction.com, we believe this property will have high return potential. Start by visiting our site, then login or create a free account, and save this property to receive important alerts. We'll let you know if the Est. Credit Bid has posted, when the property has cleared for sale, is postponed or canceled, and the property's winning bid amount if it sells. Auction.com is your source for 30,000+* discounted foreclosure and bank-owned properties and auction events nationwide. Find the best deals in your market now. *Based on data from August 2019."
