bedrooms,bathrooms,bathroomsFull,bathroomsThreeQuarter,bathroomsHalf,bathroomsOneQuarter,bathroomsPartial,mainLevelBathrooms,rooms,basement,flooring,heating,hasHeating,cooling,hasCooling,appliances,laundryFeatures,fireplaces,fireplaceFeatures,hasFireplace,furnished,commonWalls,buildingArea,livingArea,aboveGradeFinishedArea,belowGradeFinishedArea,parking,parkingFeatures,garageSpaces,coveredSpaces,hasAttachedGarage,hasGarage,openParkingSpaces,hasOpenParking,carportSpaces,hasCarport,otherParking,accessibilityFeatures,levels,stories,entryLevel,entryLocation,hasPrivatePool,hasSpa,spaFeatures,exteriorFeatures,patioAndPorchFeatures,fencing,view,hasView,hasWaterfrontView,waterfrontFeatures,frontageType,frontageLength,topography,woodedArea,vegetation,canRaiseHorses,lotSize,lotSizeDimensions,otherStructures,additionalParcelsDescription,hasAdditionalParcels,parcelNumber,hasAttachedProperty,hasLandLease,landLeaseAmount,zoning,zoningDescription,homeType,architecturalStyle,constructionMaterials,foundationDetails,roofType,windowFeatures,propertyCondition,isNewConstruction,yearBuiltEffective,builderModel,hasHomeWarranty,electric,hasElectricOnProperty,gas,sewer,waterSources,utilities,greenBuildingVerificationType,greenEnergyEfficient,greenIndoorAirQuality,greenSustainability,greenWaterConservation,numberOfUnitsInCommunity,numberOfUnitsVacant,storiesTotal,hasPetsAllowed,hasRentControl,buildingFeatures,structureType,buildingName,elementarySchool,elementarySchoolDistrict,middleOrJuniorSchool,middleOrJuniorSchoolDistrict,highSchool,highSchoolDistrict,securityFeatures,communityFeatures,isSeniorCommunity,cityRegion,listingId,buildingAreaSource,otherFacts,zipcode,streetAddress,city,state,latitude,longitude,price,homeStatus,photoCount,imageId,imageIdCount,description
3,2,0,1,1,0,,,[],Finished,"['Hardwood', 'Tile']",['Forced air'],True,['Central'],True,"['Dishwasher', 'Dryer', 'Range/Stove', 'Refrigerator', 'Washer']",,,,True,False,,,1558.0,,,,,,,False,,,False,,False,,,,1,,,False,False,,['Wood'],,,['Inland Lake'],True,True,,,,,,,False,0.5 acres,,,,False,698004500080,False,False,,,,Single Family,,,,Asphalt,,,False,,,False,,,,['Holding Tank'],,,,,,,,,,,True,False,,Other,,,St. Louis County #2142,,St. Louis County #2142,,St. Louis County #2142,,,False,Cook,6089226,,"[{'name': 'Sale/Rent', 'value': 'For Sale'}, {'name': 'Waterfront', 'value': 'Yes'}, {'name': 'Construction Status', 'value': 'Previously Owned'}, {'name': 'Classification', 'value': 'Seasonal Recreational'}, {'name': 'Assessments', 'value': 'Yes'}, {'name': 'Fireplace Type', 'value': 'Gas'}, {'name': 'School District', 'value': 'St. Louis County #2142'}, {'name': 'Waterfront Name', 'value': 'Vermilion'}, {'name': 'Township', 'value': 'Beatty township (St. Louis County)'}, {'name': 'Waterfront Description', 'value': 'Inland Lake'}, {'name': 'Lot Description', 'value': 'Tree Coverage - Medium, Accessible Shoreline, BWCA Area'}, {'name': 'Main Floor Bedroom', 'value': '0'}, {'name': 'Fireplace', 'value': 'Yes'}, {'name': 'Fireplaces', 'value': '1'}, {'name': 'Parking/Driveway', 'value': 'Off Street, Driveway - Gravel'}, {'name': 'Style', 'value': 'Log'}, {'name': 'Shoreline Characteristics', 'value': 'Rocky, Gravel, Elevation-Medium'}, {'name': 'Disclosures/Docs', 'value': 'Flood Zone, Septic Disclosure'}, {'name': 'Amenities', 'value': 'Natural Woodwork, Patio Door, Vaulted Ceilings, Hardwood Floors, Beamed Ceilings, Washer Hook-Ups, Dryer Hook-Ups, Panelled Walls'}, {'name': 'Amenities-Exterior', 'value': 'Deck, Dock'}, {'name': 'Dining', 'value': 'Combine with Living Room, Informal Dining Room'}, {'name': 'Heat', 'value': 'Propane, Electric, Baseboard, Radiant, Hot Water, Fireplace, Boiler'}, {'name': 'Mechanicals', 'value': 'Fuel Tank-Rented, Water Heater-Electric'}, {'name': 'Terms', 'value': 'Cash, Conventional'}, {'name': 'Water', 'value': 'Private'}, {'name': 'Basement Features', 'value': 'Finished, Walkout, Bath, Bedrooms, Utility Room, Washer Hook-Ups, Dryer Hook-Ups'}, {'name': 'Basement Style', 'value': 'Full'}, {'name': 'Extra Rooms', 'value': 'Utility Room, Mud Room, Sunrm/Solarium, Loft, 3 Season Porch, Great Room'}, {'name': 'Outbuildings', 'value': 'Storage Shed'}, {'name': 'Roof', 'value': 'Asphalt Shingles'}, {'name': 'Bath Description', 'value': '3/4 Basement, 1/2 Main Floor'}, {'name': 'Construction Type', 'value': 'Log Home'}, {'name': 'Exterior', 'value': 'Log'}, {'name': 'Basement Material', 'value': 'Concrete Block'}, {'name': 'Zoning (WI)', 'value': 'Residential'}, {'name': 'Road Frontage', 'value': 'Private'}, {'name': 'Air Conditioning', 'value': 'Window'}, {'name': 'Road Maintenance', 'value': 'Private'}, {'name': 'Internet Options', 'value': 'Satellite'}]",55723,7727 Josante Shores Rd,Cook,MN,47.904354,-92.507684,420000.0,FOR_SALE,38,55723_0,7,"For sale: $420,000. Secluded 2+bedroom year round log cabin with spectacular unspoiled views of Niles Bay.  Only 15 minutes from Cook, this desirable property is the perfect get away and ready for family fun.  Open design with vaulted log ceilings, reclaimed hardwood flooring, glass doors onto lakeside sunroom with access to outdoor decks. Lower level includes two spacious bedrooms, bath with walk in shower, utility room with washer/dryer, and large walk out entrance to lakeside path.  Newer propane furnace, storage building, lift out dock, and snowmobile trail to the lake all included.  The warmth of the logs, custom light fixture, and northwoods decor creates the true cabin life.  An incredible package!"
4,2,1,0,1,0,,,,None,,['Other'],True,['Central'],True,"['Dishwasher', 'Dryer', 'Freezer', 'Microwave', 'Range / Oven', 'Refrigerator', 'Washer']",,,,True,False,,,2000.0,,,,"['Attached Garage', 'Detached Garage']",,,False,,,False,,False,,,,2,,,,,,['Wood'],,,['Water'],True,,,,,,,,False,2 acres,,,,False,250002002331,False,False,,,,Single Family,,,,,,,False,,,False,,,,,,,,,,,,,,,True,False,,Other,,,,,,,,,,False,Cook,,,[],55723,9164 Hibbing Point Rd,Cook,MN,47.945362,-92.660572,479000.0,FOR_SALE,19,55723_1,7,"For sale: $479,000. Explore Lake Vermilion from this welcoming 4 bedroom, 1.5 bath home located on a private drive.

This 1.9 acre double lake lot offers mature pines, sandy beach, 311 feet of shoreline and beautiful sunsets over Spring Bay.

The 2-story, 2000 sq. ft. home has been recently updated and comes with new carpet, all new appliances, remodeled baths, gas fireplace, hardwood floors and cedar siding.

The property also features an insulated garage with finished upstairs office and storage space, stone fire pit with lake view, and 40' dock.

A short walk to Moosebirds for ice cream or The Landing for dinner. Nearest public water access 0.3 mi away.

*** Please call 218-251-3728 or email sellwill@gmail.com for more information or to schedule a showing."
3,2,0,1,0,1,,,[],,,,,,,"['Dryer', 'Range/Stove', 'Refrigerator', 'Washer', 'Trash Compactor']",,,,True,False,,,1536.0,,,,,,,False,,,False,,False,,,,1,,,,,,,,,"['Inland Lake', 'Bay']",,True,,,,,,,False,1 acres,,,,False,,False,False,,,,Single Family,,,,,,,False,,,False,,,,"['Private', 'Holding Tank']",,,,,,,,,,,True,False,,,,,St. Louis County #2142,,St. Louis County #2142,,St. Louis County #2142,,,False,Cook,6088985,,"[{'name': 'Sale/Rent', 'value': 'For Sale'}, {'name': 'Waterfront', 'value': 'Yes'}, {'name': 'Construction Status', 'value': 'Previously Owned'}, {'name': 'Classification', 'value': 'Seasonal Recreational'}, {'name': 'School District', 'value': 'St. Louis County #2142'}, {'name': 'Fireplace Type', 'value': 'Wood Burning'}, {'name': 'Occupied By', 'value': 'Vacant'}, {'name': 'Waterfront Name', 'value': 'Vermilion'}, {'name': 'Waterfront Description', 'value': 'Inland Lake'}, {'name': 'Lot Description', 'value': 'Tree Coverage - Medium, Accessible Shoreline'}, {'name': 'Fireplace', 'value': 'Yes'}, {'name': 'Style', 'value': 'Ranch/Rambler'}, {'name': 'Parking/Driveway', 'value': 'Off Street, Driveway - Gravel'}, {'name': 'Main Floor Bedroom', 'value': '1'}, {'name': 'Disclosures/Docs', 'value': 'Well Disc, Survey, Septic Disclosure'}, {'name': 'Shoreline Characteristics', 'value': 'Rocky, Elevation-Medium'}, {'name': 'Fireplaces', 'value': '2'}, {'name': 'Amenities', 'value': 'Natural Woodwork, Patio Door, Ceiling Fans, Washer Hook-Ups, Dryer Hook-Ups, Panelled Walls, 2nd Floor Laundry'}, {'name': 'Amenities-Exterior', 'value': 'Deck, Dock'}, {'name': 'Construction Type', 'value': 'Frame/Wood'}, {'name': 'Dining', 'value': 'Combine with Living Room'}, {'name': 'Exterior', 'value': 'Wood'}, {'name': 'Terms', 'value': 'Cash, Conventional'}, {'name': 'Basement Features', 'value': 'Walkout, Bedrooms, Family/Rec Room, Partially Finished, Egress Windows, Washer Hook-Ups, Dryer Hook-Ups'}, {'name': 'Basement Style', 'value': 'Full'}, {'name': 'Extra Rooms', 'value': 'Family/Rec'}, {'name': 'Heat', 'value': 'Wood, Electric, Baseboard, Fireplace'}, {'name': 'Outbuildings', 'value': 'Storage Shed'}, {'name': 'Water', 'value': 'Drilled'}, {'name': 'Roof', 'value': 'Asphalt Shingles'}, {'name': 'Windows', 'value': 'Wood Frame, Storm/Screens'}, {'name': 'Basement Material', 'value': 'Wood, Concrete Block'}, {'name': 'Mechanicals', 'value': 'Water Heater-Electric, Sump Pump'}, {'name': 'Road Frontage', 'value': 'Private'}, {'name': 'Bath Description', 'value': '1/4 Basement, 3/4 Main Floor'}]",55723,7733 Josante Shores Rd,Cook,MN,47.903608,-92.508943,369000.0,FOR_SALE,21,55723_2,7,"For sale: $369,000. What a view!  This 3 bedroom cabin is located on 210' of west facing Niles Bay lakeshore.  Open design with spacious updated kitchen, living room with wood burning stove, lots of windows, and patio door onto large lake side deck.  Walk out lower level includes family room and two additional bedrooms.  Property has a drilled well and Certificate of Survey.  Lots of privacy, mature trees, only 15 minutes from Cook, and sold furnished.  New on the market and ready for memories!"
2,1,1,0,0,0,,,[],,,['Forced air'],True,['Central'],True,"['Range', 'Refrigerator']",,,,,False,,,1048.0,,,,,,,False,,,False,,False,,,,1,,,,,,['Metal'],,,,,,,,,,,,False,0.19 acres,,,,False,120004000166,False,False,,Residential-Single Family,,Mobile / Manufactured,,,,Metal,,,False,,,False,,,,"['City Sewer/Connected', 'City Sewer - In Street']",,,,,,,,,,,True,False,,,,,,,,,,,,False,Cook,5503493,,"[{'name': 'Fuel', 'value': 'Propane'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Metal'}, {'name': 'Exterior', 'value': 'Metal'}, {'name': 'Water', 'value': 'City Water/Connected'}, {'name': 'GarageDescription', 'value': 'On-Street Parking Only'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}]",55723,301 1st St SW,Cook,MN,47.850092,-92.690633,28000.0,FOR_SALE,3,55723_3,3,"For sale: $28,000. LAKE VERMILION AREA Looking for an Up North home that won't break the bank? This is a 1973 Marshfield Trailer with front porch, back deck, addition that makes a great dining area, bay window in the living room, metal hip roof, storage shed and of course City water/sewer. Located just off Highway 53 for easy walking distance to Downtown Cook businesses. Also snowmobile trail is across the highway. Nice back yard with partial fencing and fire pit."
3,2,2,0,0,0,,,[],,,,,,,"['Dishwasher', 'Dryer', 'Microwave', 'Range/Stove', 'Refrigerator', 'Washer', 'Exhaust Fan/Hood']",,,,True,False,,,1322.0,,,,,3,,False,True,,False,,False,,,,1,,,,,,,,,"['Inland Lake', 'Panoramic']",,True,,,,,,,False,2 acres,,,,False,,False,False,,,,Single Family,,,,,,,False,,,False,,,,['Private'],,,,,,,,,,,True,False,,,,,St. Louis County #2142,,St. Louis County #2142,,St. Louis County #2142,,,False,Cook,6088534,,"[{'name': 'Sale/Rent', 'value': 'For Sale'}, {'name': 'Waterfront', 'value': 'Yes'}, {'name': 'Construction Status', 'value': 'Previously Owned'}, {'name': 'Classification', 'value': 'NonHomestead'}, {'name': 'Assessments', 'value': 'Yes'}, {'name': 'School District', 'value': 'St. Louis County #2142'}, {'name': 'Fireplace Type', 'value': 'Wood Burning'}, {'name': 'Waterfront Name', 'value': 'Vermilion'}, {'name': 'Waterfront Description', 'value': 'Inland Lake'}, {'name': 'Lot Description', 'value': 'Tree Coverage - Medium, Rolling, Irregular Lot, BWCA Area'}, {'name': 'Fireplace', 'value': 'Yes'}, {'name': 'Fireplaces', 'value': '1'}, {'name': 'Style', 'value': 'Ranch/Rambler'}, {'name': 'Main Floor Bedroom', 'value': '1'}, {'name': 'Parking/Driveway', 'value': 'Driveway - Gravel'}, {'name': 'Shoreline Characteristics', 'value': 'Rocky, Gravel'}, {'name': 'Amenities', 'value': 'Natural Woodwork, Walk-In Closet, Vaulted Ceilings, Washer Hook-Ups, Dryer Hook-Ups'}, {'name': 'Amenities-Exterior', 'value': 'Deck, Dock'}, {'name': 'Bath Description', 'value': 'Private Master, Full Main Floor'}, {'name': 'Construction Type', 'value': 'Frame/Wood'}, {'name': 'Dining', 'value': 'Combine with Kitchen, Combine with Living Room'}, {'name': 'Heat', 'value': 'In Floor, Wood, Electric, Baseboard'}, {'name': 'Terms', 'value': 'Cash, Conventional'}, {'name': 'Water', 'value': 'Private'}, {'name': 'Basement Style', 'value': 'Full'}, {'name': 'Outbuildings', 'value': 'Storage Shed, Gazebo'}, {'name': 'Roof', 'value': 'Asphalt Shingles'}, {'name': 'Road Frontage', 'value': 'County, Gravel'}, {'name': 'Basement Material', 'value': 'Wood'}, {'name': 'Mechanicals', 'value': 'Water Heater-Electric'}, {'name': 'Zoning (WI)', 'value': 'Residential'}, {'name': 'Exterior', 'value': 'Vinyl'}, {'name': 'Garage Dimensions', 'value': '30x40'}]",55723,2762 Niles Bay Forest Rd,Cook,MN,47.930204,-92.548851,445000.0,FOR_SALE,30,55723_4,7,"For sale: $445,000. Easy One Level Lake Vermilion Living At Waters Edge! Newer Year Round Home, Private Level Lot, East Facing Sunrise Views All The Way Across Prime Niles Bay! Apx 2 acres w/325 ft shoreline. Great central location on lake--5 mi to Wolf Bay Lodge, 20 mi to town. Built 2001, 1322 SF, 3BR (all lake view)/2BTH maint-free sided home w/metal soffit &amp; fascia, huge 40x30 3 stall garage, screened gazebo, firepit at waters edge. Vaulted great rm offers beautiful water view, fireplace front wood stove, glass doors to wrap around lakefront deck. Spacious kitchen w/cooktop &amp; newer stainless frig open to great rm, dining &amp; deck--all lakeside. Lakeside main flr master w/walk in closet, spa bath. Main flr guest BR &amp; full bath. Main flr laundry. Full basement offers open BR, area for another BR or fam rm. In flr heat. Dock. Good internet. Compliant septic."
3,2,1,1,0,0,,,[],,,['Baseboard'],True,,,"['Range', 'Microwave', 'Refrigerator', 'Washer', 'Dryer']",,,,True,False,,,1312.0,,,,,,,False,,,False,,False,,,,,,,,,,['Wood'],,,,,True,,,,,,,False,3 acres,,,,False,,False,False,,"Shoreline, Residential-Single Family",,Single Family,,,,Asphalt,,,False,,,False,,,,['Private'],,,,,,,,,,,True,False,,,,,,,,,,,,False,Cook,4957263,,"[{'name': 'FireplaceLoc', 'value': 'Gas Burning, Free Standing'}, {'name': 'Fuel', 'value': 'Electric, Propane'}, {'name': 'HeatingDescription', 'value': 'Baseboard, Fireplace'}, {'name': 'LakeWaterfront', 'value': 'Lake Front'}, {'name': 'Roof', 'value': 'Asphalt Shingles'}, {'name': 'Exterior', 'value': 'Wood'}, {'name': 'PresentUse', 'value': 'Seasonal'}, {'name': 'Water', 'value': 'Other'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}]",55723,7231 Thirty Six Is,Cook,MN,47.872308,-92.462578,339000.0,FOR_SALE,28,55723_5,7,"For sale: $339,000. Beautiful 36 Island, Lake Vermilion. 2 min. boat ride across protected water.   3BR/2Bath cabin, disembark on 1 of 2 docks lakeside/3 ac/650' lksh + wooded peninsula Frazer Bay. Boardwalk from dock to deck.   cabin has wood ceilings/floors/main floor laundry/3 season porch. Tool shed/fish cleaning bldg. Wildfire sprinkler system is located at cabin site.WiFi capability-good cellphone reception.  Swimming area/gradual. Sold furnished/few exceptions."
5,5,3,2,0,0,,,[],"Finished (Livable), Walkout",['Tile'],['Forced air'],True,['Central'],True,"['Microwave', 'Dishwasher', 'Refrigerator', 'Washer', 'Dryer', 'Cooktop', 'Water Softener - Owned', 'Wall Oven', 'Air-To-Air Exchanger', 'Central Vacuum', 'Trash Compactor']",,,,True,False,,,4897.0,,,,"['Attached Garage', 'Detached Garage']",3,,False,True,,False,,False,,,,1,,,,,,"['Brick', 'Stone', 'Wood']",,,['Water'],True,True,,,,,,,False,3.04 acres,,,,False,250002001402,False,False,,Residential-Single Family,,Single Family,,,,Asphalt,,,False,,,False,,,,['Private'],,,,,,,,,,,True,False,,,,,,,,,,,,False,Cook,5336020,,"[{'name': 'AmenitiesUnit', 'value': 'Deck, Porch, Kitchen Window, Vaulted Ceiling(s), Tiled Floors, Skylight, Walk-In Closet, Ceiling Fan(s), Dock, Sauna, Kitchen Center Island, Master Bedroom Walk-In Closet, Main Floor Master Bedroom, Paneled Doors, Wet Bar, Satelite Dish'}, {'name': 'BathDesc', 'value': 'Main Floor 3/4 Bath, Full Master, Main Floor Full Bath, 3/4 Basement, Upper Level Full Bath, Separate Tub & Shower, Walk-In Shower Stall, Jetted Tub'}, {'name': 'Exterior', 'value': 'Brick/Stone, Log Home, Wood, Log Siding'}, {'name': 'GarageDescription', 'value': 'Attached Garage, Insulated Garage, Detached Garage, Garage Door Opener, Heated Garage, Driveway - Gravel, Driveway - Concrete'}, {'name': 'FrontageFeet', 'value': 'Township, Paved Streets'}, {'name': 'WaterfrontView', 'value': 'South, Lake'}, {'name': 'Fuel', 'value': 'Propane'}, {'name': 'HeatingDescription', 'value': 'Forced Air, In-Floor Heating, Fireplace, Boiler'}, {'name': 'LakeWaterfront', 'value': 'Lake Front'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Age 8 Years or Less'}, {'name': 'OutBuildings', 'value': 'Pole Building, Workshop'}, {'name': 'SpecialSearch', 'value': 'Main Floor Laundry, Main Floor Bedroom'}, {'name': 'Water', 'value': 'Well'}, {'name': 'FireplaceLoc', 'value': 'Stone'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}]",55723,8926 Raps Rd,Cook,MN,47.951535,-92.639018,995000.0,FOR_SALE,85,55723_6,7,"For sale: $995,000. Coveted Lake Vermilion Family estate with breath taking southern view. This 5 bedroom, 5 bathroom, luxury lake home is situated on a 3+ Acre private lot with 100 ft of shoreline. The finest level of finishes with no detail overlooked. Main level features a luxurious master suite and a guest room with private bath, both w/ direct deck access. The spacious kitchen has beautiful birch cabinetry, center island, breakfast bar and flows into dining and family area. The lakeside living room, designed for entertaining, w/ over 25'ft ceiling and breathtaking views of Lake Vermilion. A custom made handpicked local field stone fireplace that spans from the basement through all levels, made by local artisan, Dave Broten. Wet bar on the main floor and full, custom built bar in the basement family room. Enjoy the sauna and spend time outdoors on the lakeside patio w/ gas fire pit. Approx 100' ft of prime shoreline and commanding views from every room. Stunning sunsets year-round."
3,1,1,0,0,0,,,[],,,['Other'],True,['Central'],True,"['Dryer', 'Range/Stove', 'Refrigerator', 'Washer']",,,,,False,,,1446.0,,,,"['Attached Garage', 'Detached Garage']",2,,False,True,,False,,False,,,,1,,,,,,"['Other', 'Wood']",,,,,,,,,,,,False,5.79 acres,,,,False,350001001771,False,False,,,,Single Family,,,,,,,False,,,False,,,,"['Drain Field', 'Holding Tank']",,,,,,,,,,,True,False,,,,,St. Louis County #2142,,St. Louis County #2142,,St. Louis County #2142,,,False,Cook,6086974,,"[{'name': 'Sale/Rent', 'value': 'For Sale'}, {'name': 'Construction Status', 'value': 'Previously Owned'}, {'name': 'Classification', 'value': 'NonHomestead'}, {'name': 'Assessments', 'value': 'Yes'}, {'name': 'School District', 'value': 'St. Louis County #2142'}, {'name': 'Main Floor Bedroom', 'value': '1'}, {'name': 'Style', 'value': 'Traditional'}, {'name': 'Parking/Driveway', 'value': 'Driveway - Gravel'}, {'name': 'Amenities-Exterior', 'value': 'Deck'}, {'name': 'Construction Type', 'value': 'Frame/Wood'}, {'name': 'Heat', 'value': 'Forced Air, Oil'}, {'name': 'Terms', 'value': 'Cash, Conventional'}, {'name': 'Basement Style', 'value': 'Full'}, {'name': 'Water', 'value': 'Drilled'}, {'name': 'Road Maintenance', 'value': 'Public'}, {'name': 'Basement Material', 'value': 'Concrete Block'}, {'name': 'Exterior', 'value': 'Steel'}, {'name': 'Roof', 'value': 'Metal'}, {'name': 'BWCAW Access', 'value': '7.7x 5.6'}, {'name': 'Garage Dimensions', 'value': '40x20'}]",55723,9837 Highway 1,Cook,MN,47.862607,-92.733191,137000.0,FOR_SALE,18,55723_7,7,"For sale: $137,000. COUNTRY LIVING!!! Enjoy this charming 3 bedroom home in the country but close to town for essentials! This home has charm with a beautiful back yard for those evening fires and summer gardens! Septic will need to be updated!!"
4,7,3,2,2,0,,,[],,,,,,,"['Dishwasher', 'Dryer', 'Microwave', 'Range/Stove', 'Refrigerator', 'Washer', 'Exhaust Fan/Hood', 'Wall Oven']",,,,True,False,,,8842.0,,,,,3,,False,True,,False,,False,,,,3,,,,,,,,,"['Inland Lake', 'Panoramic']",,True,,,,,,,False,22.73 acres,,,,False,,False,False,,,,Single Family,,,,,,,False,,,False,,,,['Private'],,,,,,,,,,,True,False,,,,,St. Louis County #2142,,St. Louis County #2142,,St. Louis County #2142,,,False,Cook,6084978,,"[{'name': 'Sale/Rent', 'value': 'For Sale'}, {'name': 'Waterfront', 'value': 'Yes'}, {'name': 'Construction Status', 'value': 'Previously Owned'}, {'name': 'Classification', 'value': 'NonHomestead'}, {'name': 'Assessments', 'value': 'Yes'}, {'name': 'Fireplace Type', 'value': 'Gas'}, {'name': 'School District', 'value': 'St. Louis County #2142'}, {'name': 'Waterfront Name', 'value': 'Vermilion'}, {'name': 'BWCAW Access', 'value': 'Main'}, {'name': 'Waterfront Description', 'value': 'Inland Lake'}, {'name': 'Lot Description', 'value': 'Landscaped, Telephone, Rolling, Irregular Lot, Tree Coverage - Heavy, BWCA Area'}, {'name': 'Fireplace', 'value': 'Yes'}, {'name': 'Main Floor Bedroom', 'value': '1'}, {'name': 'Style', 'value': 'Traditional'}, {'name': 'Parking/Driveway', 'value': 'Driveway - Gravel'}, {'name': 'Shoreline Characteristics', 'value': 'Rocky, Gravel'}, {'name': 'Disclosures/Docs', 'value': 'Survey'}, {'name': 'Fireplaces', 'value': '3'}, {'name': 'Bath 3 Level', 'value': 'Main'}, {'name': 'Air Conditioning', 'value': 'Central'}, {'name': 'Amenities', 'value': 'Natural Woodwork, Walk-In Closet, Ceiling Fans, Eat-In Kitchen, Garage Door Opener, Security System, Tiled Floors, Vaulted Ceilings, Hardwood Floors, Washer Hook-Ups, Sauna, Dryer Hook-Ups'}, {'name': 'Amenities-Exterior', 'value': 'Deck, Patio, Dock, Porch, Gutter/Downspout, Balcony'}, {'name': 'Basement Style', 'value': 'Slab, Partial'}, {'name': 'Bath Description', 'value': 'Private Master, Full Master, Whirlpool, Separate Tub &amp; Shower'}, {'name': 'Construction Type', 'value': 'Frame/Wood'}, {'name': 'Dining', 'value': 'Formal Dining Room, Eat-In Kitchen'}, {'name': 'Heat', 'value': 'In Floor, Propane, Electric, Dual Fuel/Off Peak, Hot Water, Boiler'}, {'name': 'Terms', 'value': 'Cash, Conventional'}, {'name': 'Water', 'value': 'Private'}, {'name': 'Basement Features', 'value': 'Finished'}, {'name': 'Basement Material', 'value': 'Poured Concrete'}, {'name': 'Extra Rooms', 'value': 'Den/Office, Library, Spa/Sauna'}, {'name': 'Outbuildings', 'value': 'Storage Shed, Boathouse'}, {'name': 'Road Frontage', 'value': 'County, Gravel'}, {'name': 'Mechanicals', 'value': 'Water Heater-Electric, Air to Air Exchange, Water Softener-Owned'}, {'name': 'Exterior', 'value': 'Stone'}, {'name': 'Roof', 'value': 'Slate'}, {'name': 'Garage Dimensions', 'value': '42x26'}]",55723,3154 Woolverton Rd,Cook,MN,47.95102,-92.55868,3985000.0,FOR_SALE,42,55723_8,7,"For sale: $3,985,000. A private peninsula estate on Lake Vermilion. Just 18 miles to town or the airport. 8,000 sq ft home was custom built to welcome family &amp; friends &amp; to showcase views of the water from almost every room. There are 4 BRs - each a master suite, 7 bathrooms, 4 fireplaces &amp; a hidden wine cellar. The timeless exterior is limestone w/a slate roof &amp; copper gutters, chimneys &amp; turret tops. The foyer was designed w/2 grand entrances; 1 roadside &amp; 1 lakeside. Large gourmet kit is open to the great rm &amp; the bar. Fireplaces accent both the great rm &amp; bar. The bar is open to the screen porch w/slate flr. Custom Alder cabinetry supports Brown Leather granite &amp; marble countertops. Main flr lakeside master suite has a gas FP &amp; its own turret w/glass drs to a lakeside patio, an expansive walk in closet &amp; a spacious bathroom w/whirlpool tub. Addt'l amenities include a back up generator, manicured grounds, boathouse, dock &amp; an attached 3+ stall gar w/fitness rm &amp; sauna above. Click 3D Tour Link!"
3,1,1,0,0,0,,,[],,,['Baseboard'],True,,,"['Range', 'Refrigerator']",,,,True,False,,,1313.0,,,,['Detached Garage'],,,False,,,False,,False,,,,,,,,,,,,,,,,,,,Level,,,False,90 acres,,,,False,,False,False,,Residential-Single Family,,Single Family,,,,Asphalt,,,False,,,False,,,,['Private'],,,,,,,,,,,True,False,,,,,,,,,,,,False,Cook,5317795,,"[{'name': 'AmenitiesUnit', 'value': 'Porch, Security System'}, {'name': 'FireplaceLoc', 'value': 'Living Room, Stone'}, {'name': 'Fuel', 'value': 'Electric, Wood'}, {'name': 'GarageDescription', 'value': 'Detached Garage'}, {'name': 'HeatingDescription', 'value': 'Baseboard, Fireplace'}, {'name': 'Exterior', 'value': 'Log Home'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles'}, {'name': 'Water', 'value': 'Well'}, {'name': 'TaxYear', 'value': '2018.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}]",55723,12746 Olson Rd,Cook,MN,47.892843,-92.824169,179000.0,FOR_SALE,14,55723_9,7,"For sale: $179,000. Ultimate 'northwoods' getaway.  This 3BR+loft log cabin on 90 acres offers solitude but w/ all the comforts of home.  Stone wood burning FP in LR. LG covered deck runs length of cabin.  Plenty of room for equipment/cars/toys in detached 30'x40' garage.  Adjoins public lands to the east and south &amp; is situated only 1/2 mile to the scenic Little Fork River.  Electrical service, drilled well&amp; septic. Property is currently enrolled in the Mn Sustainable Forest program; some  restrictions apply."
