bedrooms,bathrooms,bathroomsFull,bathroomsThreeQuarter,bathroomsHalf,bathroomsOneQuarter,bathroomsPartial,mainLevelBathrooms,rooms,basement,flooring,heating,hasHeating,cooling,hasCooling,appliances,laundryFeatures,fireplaces,fireplaceFeatures,hasFireplace,furnished,commonWalls,buildingArea,livingArea,aboveGradeFinishedArea,belowGradeFinishedArea,parking,parkingFeatures,garageSpaces,coveredSpaces,hasAttachedGarage,hasGarage,openParkingSpaces,hasOpenParking,carportSpaces,hasCarport,otherParking,accessibilityFeatures,levels,stories,entryLevel,entryLocation,hasPrivatePool,hasSpa,spaFeatures,exteriorFeatures,patioAndPorchFeatures,fencing,view,hasView,hasWaterfrontView,waterfrontFeatures,frontageType,frontageLength,topography,woodedArea,vegetation,canRaiseHorses,lotSize,lotSizeDimensions,otherStructures,additionalParcelsDescription,hasAdditionalParcels,parcelNumber,hasAttachedProperty,hasLandLease,landLeaseAmount,zoning,zoningDescription,homeType,architecturalStyle,constructionMaterials,foundationDetails,roofType,windowFeatures,propertyCondition,isNewConstruction,yearBuiltEffective,builderModel,hasHomeWarranty,electric,hasElectricOnProperty,gas,sewer,waterSources,utilities,greenBuildingVerificationType,greenEnergyEfficient,greenIndoorAirQuality,greenSustainability,greenWaterConservation,numberOfUnitsInCommunity,numberOfUnitsVacant,storiesTotal,hasPetsAllowed,hasRentControl,buildingFeatures,structureType,buildingName,elementarySchool,elementarySchoolDistrict,middleOrJuniorSchool,middleOrJuniorSchoolDistrict,highSchool,highSchoolDistrict,securityFeatures,communityFeatures,isSeniorCommunity,cityRegion,listingId,buildingAreaSource,otherFacts,zipcode,streetAddress,city,state,latitude,longitude,price,homeStatus,photoCount,imageId,description
4,3,0,0,0,0,,,,Unfinished,['Hardwood'],['Forced air'],True,['Central'],True,"['Dishwasher', 'Dryer', 'Microwave', 'Range / Oven', 'Refrigerator', 'Washer']",,,,True,False,,,1878.0,,,,['Attached Garage'],2,,False,True,,False,,False,,,,2,,,False,False,,['Other'],,,,,False,,,,,,,False,0.74 acres,,,,False,1713226116,False,False,,,,Single Family,,,['Concrete'],Asphalt,,,False,,,False,,,,,,,,,,,,,,,True,False,,Other,,,Northfield #659,,Northfield #659,,Northfield #659,,,False,Dundas,5546233,,[],55019,573 Summit Ave,Dundas,MN,44.42703,-93.176105,319900.0,FOR_SALE,36,55019_0,"For sale: $319,900. Exceptionally maintained 2 story walkout on HUGE 3/4 of an acre lot.  Kitchen offers plenty of counter and cupboard space plus a pantry. Hardwood floors and living room gas fireplace lend warmth. Master bedroom suite and laundry are conveniently located on the main level. Upper staircase overlooks foyer and there are three roomy bedrooms and a bath upstairs. Welcoming outdoor spaces include a spacious deck and front porch. Add your own style by completing the walkout basement (with full sized windows) to your taste. Home Warranty is included."
3,2,1,1,0,0,,,[],"Full, Drain Tiled, Unfinished, Sump Pump, Concrete Block, Walkout, Daylight/Lookout Windows","['Hardwood', 'Tile']",['Forced air'],True,['Other'],True,"['Range', 'Microwave', 'Dishwasher', 'Refrigerator', 'Washer', 'Dryer', 'Water Softener - Rented']",,,,True,False,,,1408.0,,,,['Detached Garage'],6,,False,True,,False,,False,,,,1,,,,,,['Wood'],,,['Water'],True,True,,,,,,,False,2.16 acres,,,,False,1715101013,False,False,,Residential-Single Family,,Single Family,,,['Concrete Block'],Asphalt,,,False,,,False,,,,['City Sewer/Connected'],,,,,,,,,,,True,False,,,,,,,,,,,,False,Dundas,5548303,,"[{'name': 'AmenitiesUnit', 'value': 'Deck, Porch, Natural Woodwork, Kitchen Window, Hardwood Floors, Tiled Floors, Patio, Ceiling Fan(s), Other'}, {'name': 'DiningRoomDescription', 'value': 'Informal Dining Room, Eat In Kitchen'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'GarageDescription', 'value': 'Insulated Garage, Detached Garage, Garage Door Opener, Heated Garage, Driveway - Asphalt, Driveway - Gravel, Driveway - Concrete, Multiple Garages'}, {'name': 'SpecialSearch', 'value': '3 BR on One Level, Main Floor Bedroom, All Living Facilities on One Level'}, {'name': 'BathDesc', 'value': 'Main Floor Full Bath, 3/4 Basement'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'OutBuildings', 'value': 'Additional Garage, Pole Building, Storage Shed'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles, Pitched'}, {'name': 'Exterior', 'value': 'Wood'}, {'name': 'FrontageFeet', 'value': 'City'}, {'name': 'Water', 'value': 'City Water/Connected'}, {'name': 'HandicapAccess', 'value': 'Other'}, {'name': 'LakeWaterfront', 'value': 'River Front, River View'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}, {'name': 'TaxYear', 'value': '2020.00'}]",55019,12 Hester St E,Dundas,MN,44.430251,-93.203758,349900.0,FOR_SALE,66,55019_1,"For sale: $349,900. Unbelievable chance to own acreage in town situated alongside the tranquil Cannon River. Picturesque 2+ acre site with mature trees &amp; backs to public lands &amp; the Cannon Valley Trail.  Walk to anything in town - dining, brewery, shops... New 38'x26' outbuilding, heated, insulated &amp; fully finished inside with wood stove, car lift, paneling - the ideal man cave. Separate original garage for additional storage plus turnaround driveway &amp; plenty of parking. Solid mid-century rambler with tons of farmhouse charm &amp; updates. One-level living with 3 bedrooms on main floor.  Convenient, large main floor laundry &amp; mudroom.  Updated kitchen is wide open and functional!  Big, bright windows in dining &amp; living for stunning views of the river.  Unfinished walkout basement with 2nd bath awaiting your finishing touches. Huge deck and paver patio are both great places to take in the river views of this serene property that's sure not to last. Move-in ready &amp; well maintained. Top rated Northfield Schools!"
3,2,2,0,0,0,,,,,,['Forced air'],True,['Central'],True,,,,,,False,,,1350.0,,,,['Attached Garage'],3,,False,True,,False,,False,,,,2,,,,,,['Vinyl'],,,,,,,,,,,,False,,,,,False,,False,False,,,,Single Family,,,,Asphalt,,,True,,,False,,,,,,,,,,,,,,,True,False,,,,SIBLEY ELEMENTARY,NORTHFIELD PUBLIC SCHOOL DISTRICT,NORTHFIELD MIDDLE,NORTHFIELD PUBLIC SCHOOL DISTRICT,NORTHFIELD SENIOR HIGH,NORTHFIELD PUBLIC SCHOOL DISTRICT,,,False,Dundas,,,[],55019,"Sunset 3-2 Plan, Bridgewater Heights",Dundas,MN,44.422761,-93.184016,299900.0,FOR_SALE,13,55019_2,"For sale: $299,900. The Sunset 3 bedroom 2 bathroom home offers the latest in energy efficiency, plus amazing space planning - using all the right spaces. We've Inspired this plan to feature open concept living space in the kitchen, dinette, and living room featuring a spacious vaulted ceiling. There are 3 bedrooms on the upper level, and room for 1-2 more in the basement. The Owners suite offers tons of closet space, plus a private 3/4 bathroom. The lower level can be finished with 1-2 additional bedrooms, a 3/4 or full bathroom, and a massive family room space to gather."
3,2,2,0,0,0,,,,,,['Forced air'],True,['Central'],True,,,,,True,False,,,1822.0,,,,['Attached Garage'],3,,False,True,,False,,False,,,,1,,,,,,['Vinyl'],,,,,,,,,,,,False,,,,,False,,False,False,,,,Single Family,,,,Asphalt,,,True,,,False,,,,,,,,,,,,,,,True,False,,,,SIBLEY ELEMENTARY,NORTHFIELD PUBLIC SCHOOL DISTRICT,NORTHFIELD MIDDLE,NORTHFIELD PUBLIC SCHOOL DISTRICT,NORTHFIELD SENIOR HIGH,NORTHFIELD PUBLIC SCHOOL DISTRICT,,,False,Dundas,,,[],55019,"Key West Plan, Bridgewater Heights",Dundas,MN,44.422761,-93.184016,429000.0,FOR_SALE,8,55019_3,"For sale: $429,000. The Key West was originally designed as a lake home with an open floor plan, large windows open to the back of the home, and a main level owners suite, 1 additional bedroom, a main floor bathroom and a flex room that could be used as an office, playroom or 3rd bedroom. The lower level offers spacious areas to expand with an additional 2 bedrooms, a 3rd bathroom and an oversized family room space."
4,3,3,0,0,0,,,,,,['Forced air'],True,['Central'],True,,,,,True,False,,,2164.0,,,,['Attached Garage'],3,,False,True,,False,,False,,,,2,,,,,,['Vinyl'],,,,,,,,,,,,False,,,,,False,,False,False,,,,Single Family,,,,Asphalt,,,True,,,False,,,,,,,,,,,,,,,True,False,,,,SIBLEY ELEMENTARY,NORTHFIELD PUBLIC SCHOOL DISTRICT,NORTHFIELD MIDDLE,NORTHFIELD PUBLIC SCHOOL DISTRICT,NORTHFIELD SENIOR HIGH,NORTHFIELD PUBLIC SCHOOL DISTRICT,,,False,Dundas,,,[],55019,"St. Croix Plan, Bridgewater Heights",Dundas,MN,44.422761,-93.184016,374900.0,FOR_SALE,6,55019_4,"For sale: $374,900. The St Croix is an open concept floorplan built for the active homeowner. The main level is Wide Open - entertaining is easier than ever in a carefully designed kitchen layout, casual dining area, and large family hang-out space including a gas fireplace with stone trim. There are many customizations to the front flex room off of the front entryway as well - with barn door option, convert it to a formal dining, play room or make it an amazing office. You can have it all! You will also enjoy entering the home through a 3-stall attached garage into a spacious mud room/main floor laundry area with attached half-bath. Upstairs, this home offers 4 bedrooms, 2 bathrooms and a second laundry area. The Owner's suite features a vaulted ceiling, spacious shower/bath with double vanity, and an oversized walk-in closet."
4,3,3,0,0,0,,,,,,['Forced air'],True,['Central'],True,,,,,,False,,,2530.0,,,,['Attached Garage'],3,,False,True,,False,,False,,,,2,,,,,,['Vinyl'],,,,,,,,,,,,False,,,,,False,,False,False,,,,Single Family,,,,Asphalt,,,True,,,False,,,,,,,,,,,,,,,True,False,,,,SIBLEY ELEMENTARY,NORTHFIELD PUBLIC SCHOOL DISTRICT,NORTHFIELD MIDDLE,NORTHFIELD PUBLIC SCHOOL DISTRICT,NORTHFIELD SENIOR HIGH,NORTHFIELD PUBLIC SCHOOL DISTRICT,,,False,Dundas,,,[],55019,"Antiga Plan, Bridgewater Heights",Dundas,MN,44.422761,-93.184016,375000.0,FOR_SALE,3,55019_5,"For sale: $375,000. The Antigua offers a wide open kitchen/dining/living area on the main level which provides plenty of room for homeowners and their guests to enjoy the main entertaining savvy spaces together. On the main level, you will also find a Bonus room off of the front Foyer that could be used as an office, playroom, or a separate family/living area. There are 4 bedrooms up, with an amazing master suite that features a large walk-in closet, plus a walk-in shower and double vanity in the master bath."
2,2,1,0,1,0,,,[],,"['Carpet', 'Tile']",['Forced air'],True,['Other'],True,"['Range', 'Microwave', 'Dishwasher', 'Refrigerator', 'Washer', 'Dryer']",,,,True,False,,,1440.0,,,,['Attached Garage'],1,,False,True,,False,,False,,,,2,,,,,,"['Brick', 'Stone', 'Vinyl']",,,,,,,,,,,,False,0.06 acres,,,,False,1710429065,False,False,,Residential-Single Family,,Townhouse,,,['Concrete Block'],Asphalt,,,False,,,False,,,,['City Sewer/Connected'],,,,,,,,,,,True,False,,Other,,,,,,,,,,False,Dundas,5543698,,"[{'name': 'AmenitiesUnit', 'value': 'Patio'}, {'name': 'Exterior', 'value': 'Brick/Stone, Vinyl'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'GarageDescription', 'value': 'Attached Garage, Driveway - Asphalt'}, {'name': 'FireplaceLoc', 'value': 'Living Room, Gas Burning'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'BathDesc', 'value': 'Main Floor 1/2 Bath'}, {'name': 'FrontageFeet', 'value': 'Paved Streets, City'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles, Age 8 Years or Less'}, {'name': 'Water', 'value': 'City Water/Connected'}, {'name': 'TaxYear', 'value': '2018.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}, {'name': 'AssocFeeIncludes', 'value': 'Snow/Lawn Care, Outside Maintenance, Building Exterior, Professional Mgmt, Hazard Insurance'}]",55019,310 Archibald Ln,Dundas,MN,44.432328,-93.207693,169900.0,FOR_SALE,31,55019_6,"For sale: $169,900. Check out this spacious townhome! New paint, and carpet throughout the home! Kitchen includes granite countertops and stainless-steel appliances with an outlook to the dining and living space. A spacious main floor with a gas fireplace and patio."
4,3,3,0,0,0,,,,,,['Forced air'],True,['Central'],True,,,,,True,False,,,2290.0,,,,['Attached Garage'],3,,False,True,,False,,False,,,,2,,,,,,['Vinyl'],,,,,,,,,,,,False,,,,,False,,False,False,,,,Single Family,,,,Asphalt,,,True,,,False,,,,,,,,,,,,,,,True,False,,,,SIBLEY ELEMENTARY,NORTHFIELD PUBLIC SCHOOL DISTRICT,NORTHFIELD MIDDLE,NORTHFIELD PUBLIC SCHOOL DISTRICT,NORTHFIELD SENIOR HIGH,NORTHFIELD PUBLIC SCHOOL DISTRICT,,,False,Dundas,,,[],55019,"Plan D Plan, Bridgewater Heights",Dundas,MN,44.422761,-93.184016,375000.0,FOR_SALE,6,55019_7,"For sale: $375,000. The Plan-D (ask us why we call it this) is a fantastic marriage of the newest in home designs. Clients ask us to build 'open concept' and family friendly. Here it is! Massive mudroom, entertainment grade kitchen, gigantic family room, main level office/flex room. It's all here. 4 bedrooms up, with amazing master suite, walk-in shower, double vanity. Upper level laundry room - wow you CAN have it all!"
2,2,2,0,0,0,,,,,,['Forced air'],True,['Central'],True,,,,,True,False,,,1505.0,,,,['Attached Garage'],3,,False,True,,False,,False,,,,1,,,,,,['Vinyl'],,,,,,,,,,,,False,,,,,False,,False,False,,,,Single Family,,,,Asphalt,,,True,,,False,,,,,,,,,,,,,,,True,False,,,,SIBLEY ELEMENTARY,NORTHFIELD PUBLIC SCHOOL DISTRICT,NORTHFIELD MIDDLE,NORTHFIELD PUBLIC SCHOOL DISTRICT,NORTHFIELD SENIOR HIGH,NORTHFIELD PUBLIC SCHOOL DISTRICT,,,False,Dundas,,,[],55019,"Jamaica 2BR Plan, Bridgewater Heights",Dundas,MN,44.422761,-93.184016,364900.0,FOR_SALE,14,55019_8,"For sale: $364,900. The Jamaica One Level Rambler 2 bedroom 2 bathroom home offers the latest in energy efficiency, plus amazing space planning - using all the right spaces. We've Inspired this plan to feature open concept living space in the kitchen, dinette, and living room featuring a spacious vaulted ceiling. There are 2 bedrooms on the upper level, and room for 1 or 2 more in the basement. The Owners suite offers a giant walk-in closet space, plus a private 3/4 bathroom or option for a luxury bath with separate tub and shower."
3,2,2,0,0,0,,,,,,['Forced air'],True,['Central'],True,,,,,True,False,,,1505.0,,,,['Attached Garage'],3,,False,True,,False,,False,,,,3,,,,,,['Vinyl'],,,,,,,,,,,,False,,,,,False,,False,False,,,,Single Family,,,,Asphalt,,,True,,,False,,,,,,,,,,,,,,,True,False,,,,SIBLEY ELEMENTARY,NORTHFIELD PUBLIC SCHOOL DISTRICT,NORTHFIELD MIDDLE,NORTHFIELD PUBLIC SCHOOL DISTRICT,NORTHFIELD SENIOR HIGH,NORTHFIELD PUBLIC SCHOOL DISTRICT,,,False,Dundas,,,[],55019,"Jamaica 3BR Plan, Bridgewater Heights",Dundas,MN,44.422761,-93.184016,364900.0,FOR_SALE,15,55019_9,"For sale: $364,900. The Jamaica One Level Rambler 3 bedroom 2 bathroom home offers the latest in energy efficiency, plus amazing space planning - using all the right spaces. We've Inspired this plan to feature open concept living space in the kitchen, dinette, and living room featuring a spacious vaulted ceiling. There are 3 bedrooms on the upper level, and room for 1 or 2 more in the basement. The Owners suite offers a giant walk-in closet space, plus a private 3/4 bathroom or option for a luxury bath with separate tub and shower."
