bedrooms,bathrooms,bathroomsFull,bathroomsThreeQuarter,bathroomsHalf,bathroomsOneQuarter,bathroomsPartial,mainLevelBathrooms,rooms,basement,flooring,heating,hasHeating,cooling,hasCooling,appliances,laundryFeatures,fireplaces,fireplaceFeatures,hasFireplace,furnished,commonWalls,buildingArea,livingArea,aboveGradeFinishedArea,belowGradeFinishedArea,parking,parkingFeatures,garageSpaces,coveredSpaces,hasAttachedGarage,hasGarage,openParkingSpaces,hasOpenParking,carportSpaces,hasCarport,otherParking,accessibilityFeatures,levels,stories,entryLevel,entryLocation,hasPrivatePool,hasSpa,spaFeatures,exteriorFeatures,patioAndPorchFeatures,fencing,view,hasView,hasWaterfrontView,waterfrontFeatures,frontageType,frontageLength,topography,woodedArea,vegetation,canRaiseHorses,lotSize,lotSizeDimensions,otherStructures,additionalParcelsDescription,hasAdditionalParcels,parcelNumber,hasAttachedProperty,hasLandLease,landLeaseAmount,zoning,zoningDescription,homeType,architecturalStyle,constructionMaterials,foundationDetails,roofType,windowFeatures,propertyCondition,isNewConstruction,yearBuiltEffective,builderModel,hasHomeWarranty,electric,hasElectricOnProperty,gas,sewer,waterSources,utilities,greenBuildingVerificationType,greenEnergyEfficient,greenIndoorAirQuality,greenSustainability,greenWaterConservation,numberOfUnitsInCommunity,numberOfUnitsVacant,storiesTotal,hasPetsAllowed,hasRentControl,buildingFeatures,structureType,buildingName,elementarySchool,elementarySchoolDistrict,middleOrJuniorSchool,middleOrJuniorSchoolDistrict,highSchool,highSchoolDistrict,securityFeatures,communityFeatures,isSeniorCommunity,cityRegion,listingId,buildingAreaSource,otherFacts,zipcode,streetAddress,city,state,latitude,longitude,price,homeStatus,photoCount,imageId,description
4,3,2,1,0,0,,,[],"Concrete Block, Partial Finished, Daylight/Lookout Windows",['Tile'],['Forced air'],True,['Central'],True,"['Range', 'Dishwasher', 'Refrigerator']",,,,True,False,,,2298.0,,,,['Attached Garage'],3,,False,True,,False,,False,,,,,,,False,False,,"['Brick', 'Stone', 'Vinyl']",,,,,False,,,,,,,False,0.36 acres,,,,False,104503503150,False,False,,Residential-Single Family,,Single Family,,,,Asphalt,,,False,1993,,False,,,,['City Sewer/Connected'],,,,,,,,,,,True,False,,,,,Rosemount-Apple Valley-Eag - 196,,Rosemount-Apple Valley-Eag - 196,,Rosemount-Apple Valley-Eag - 196,,,False,Eagan,5549584,,"[{'name': 'AmenitiesUnit', 'value': 'Deck, Kitchen Window, Vaulted Ceiling(s), Kitchen Center Island'}, {'name': 'BathDesc', 'value': 'Private Master, Full Master, 3/4 Basement, Upper Level Full Bath'}, {'name': 'Exterior', 'value': 'Brick/Stone, Vinyl'}, {'name': 'FireplaceLoc', 'value': 'Wood Burning, Family Room'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'GarageDescription', 'value': 'Attached Garage'}, {'name': 'SpecialSearch', 'value': '3 BR on One Level'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Roof', 'value': 'Asphalt Shingles'}, {'name': 'DiningRoomDescription', 'value': 'Eat In Kitchen'}, {'name': 'Water', 'value': 'City Water/Connected'}, {'name': 'Fence', 'value': 'Chain Link'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}]",55123,4064 Northview Ter,Eagan,MN,44.809425,-93.142993,425000.0,FOR_SALE,54,55123_0,"For sale: $425,000. Huge four level that shows like a model that is ready to move in! Custom main floor remodel and custom build island, built in gas stove, &amp; newer high end stainless steel appliances. You'll enjoy relaxing on the huge deck with stairs to a huge fully fenced in back yard. Andersen windows, heat pump, updated bathrooms, new modern flooring, fresh paint &amp; lots of other updates. Upper level has 3 bedrooms on one level, a master suite with separate tub &amp; shower, and an updated full bath. Lower level has another bedroom, light &amp; bright family room, cozy wood burning fireplace &amp; updated 3/4 bath. Fourth level has laundry, utilities and storage, and could easily be finished for more finished sq/footage. Near by Northview Park, Northview elementary, Dakota Hills middle, and Eagan HS. Close to more parks, trails, shopping, + award winning ISD 196 Eagan Schools Very Nice!"
5,4,2,1,1,0,,,,,,"['Forced air', 'Other']",True,['Central'],True,,,,,True,False,,,3707.0,,,,['Attached Garage'],3,,False,True,,False,,False,,,,2,,,,,,,,,,,,,,,,,,False,0.29 acres,,,,False,104580002030,False,False,,,,Single Family,,,,,,,False,,,False,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,False,Eagan,5542012,,[],55123,553 Spruce St,Eagan,MN,44.779103,-93.111105,585000.0,FOR_SALE,38,55123_1,"For sale: $585,000. SCROLL DOWN ON PHOTOS TO PREVIEW MATTERPORT 3D TOUR. Welcome to your beautiful Custom Built home. Seeing is believing when you walk into this stunning home with a large foyer, high ceilings and home office (could also be a formal dining room) right off the front of the home.  Natural Maple Hardwood floors and kitchen cabinets create a sense of class and comfort all at the same time. You will love cooking in your large kitchen as you look out to your living room at the enchanting floor to ceiling stone fireplace.  Walk on up to your master bedroom with a tray ceiling. Soak in your jacuzzi bathtub or walk into your shower. Enjoy having 4 bedrooms and laundry on upper level.  The 4th bedroom is also the perfect room to make into a gaming room for you gamers out there!
Lower level family room is the ultimate entertainment area.  Wet bar, fireplace, 5th bedroom and additional bathroom makes this area perfect for you and your guests.  You will love calling this classy home yours..."
4,4,3,0,1,0,,,,,,,,,,,,,,,False,,,3495.0,,,,,3,,False,True,,False,,False,,,,2,,,,,,,,,,,,,,,,,,False,,,,,False,,False,False,,,,Single Family,,,,,,,True,,,False,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,False,Eagan,,,[],55123,"The Armstrong Plan, The Ridge",Eagan,MN,44.7831,-93.157,647000.0,FOR_SALE,22,55123_2,"For sale: $647,000. We are Open! Call or Email the Sales Agent for appointment or community information!Located in a central, high-demand area of Eagan, the homes are thoughtfully designed offering main level offices, gourmet kitchens, formal dining, walk-in pantries, upstairs laundry, spacious game rooms, Jack &amp; Jill baths and amazing owner's suites. Plus high-end amenities, such as, James Hardie&reg; Siding, hardwood floors, maple cabinets, Electrolux Appliances, granite kitchen countertops, ceramic and luxury vinyl tile and more. The gorgeous new homes in The Ridge back up to the beautiful Lebanon Hills Regional Park which features camping, horse back riding, fishing, swimming, walking and biking trails, ice skating, snow shoeing and more activities for all seasons. The Ridge offers 35 homes in a private setting, many with walk-out home sites. Click the Blue Schedule a visit button to start planning your dream home in The Ridge today! The Ridge Included Features"
4,2,,,,,,,,,,,,,,,,,,,False,,,1012.0,,,,['Attached Garage'],2,,False,True,,False,,False,,,,,,,,,,,,,,,,,,,,,,False,0.28 acres,,,,False,105210002210,False,False,,,,Single Family,,,,,,,False,1992,,False,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,False,Eagan,,,[],55123,4202 Valley Forge Pl,Eagan,MN,44.804249,-93.128215,320725.0,PRE_FORECLOSURE,0,55123_3,"Zestimate&reg; Home Value: $320,725. This 1012 square foot single family home has 4 bedrooms and 2.0 bathrooms. It is located at 4202 Valley Forge Pl Eagan, Minnesota."
4,3,2,0,1,0,,,,,,,,,,,,,,,False,,,3003.0,,,,,3,,False,True,,False,,False,,,,2,,,,,,,,,,,,,,,,,,False,,,,,False,,False,False,,,,Single Family,,,,,,,True,,,False,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,False,Eagan,,,[],55123,"The Jordan Plan, The Ridge",Eagan,MN,44.7831,-93.157,610000.0,FOR_SALE,32,55123_4,"For sale: $610,000. One of our most popular plans, The Jordan features a main level bedroom and &frac34; bath, formal dining room or a study with double doors, optional butler's pantry, walk-in pantry in the kitchen with an option to add double ovens and a gas cooktop, plenty of counter space and a center island. The upper level does not disappoint with a large game room, laundry room, all bedrooms include a walk-in closet and the luxury owner's suite offers a private bath and two walk-in closets!Residents of The Ridge enjoy a neighborhood pool and playground, as well as living next door to Lebanon Hills Regional Park. Click the Blue Schedule a Visit button to receive more information on this home and The Ridge neighborhood!"
4,4,3,0,1,0,,,[],"Full, Finished (Livable)",,['Forced air'],True,,,"['Range', 'Microwave', 'Dishwasher']",,,,,False,,,3276.0,,,,['Attached Garage'],2,,False,True,,False,,False,,,,2,,,,,,"['Brick', 'Stone']",,,,,,,,,,,,False,0.44 acres,,,,False,101840002090,False,False,,Residential-Single Family,,Single Family,,,,,,,False,1996,,False,,,,['City Sewer/Connected'],,,,,,,,,,,True,False,,,,,196 - Rosemount-Apple Valley-Eag,,196 - Rosemount-Apple Valley-Eag,,196 - Rosemount-Apple Valley-Eag,,,False,Eagan,5547577,,"[{'name': 'BathDesc', 'value': 'Private Master, Main Floor 1/2 Bath, Full Basement, Upper Level Full Bath'}, {'name': 'Exterior', 'value': 'Brick/Stone'}, {'name': 'Fuel', 'value': 'Natural Gas'}, {'name': 'GarageDescription', 'value': 'Attached Garage'}, {'name': 'HeatingDescription', 'value': 'Forced Air'}, {'name': 'PresentUse', 'value': 'Yearly'}, {'name': 'Water', 'value': 'City Water/Connected'}, {'name': 'DiningRoomDescription', 'value': 'Separate/Formal Dining Room'}, {'name': 'TaxYear', 'value': '2019.00'}, {'name': 'CONSTRUCTIONSTATUS', 'value': 'Previously Owned'}, {'name': 'Status', 'value': 'Active'}]",55123,3926 Thames Ave,Eagan,MN,44.813369,-93.109952,435000.0,FOR_SALE,22,55123_5,"For sale: $435,000. This Eagan two-story home offers vaulted ceilings, a fireplace, a kitchen island, granite kitchen countertops, a master bathroom with a separate tub and shower, a master bedroom walk-in closet, a deck, a covered patio, and a two-car garage."
4,3,0,0,0,0,,,,,['Hardwood'],,,['Central'],True,,,,,,False,,,2200.0,,,,['Attached Garage'],2,,False,True,,False,,False,,,,,,,,,,['Vinyl'],,,,,,,,,,,,False,0.29 acres,,,,False,104503501040,False,False,,,,Single Family,,,,,,,False,1997,,False,,,,,,,,,,,,,,,True,False,,,,,Rosemount-Apple Valley-Eagan #196,,Rosemount-Apple Valley-Eagan #196,,Rosemount-Apple Valley-Eagan #196,,,False,Eagan,5541884,,[],55123,1080 Northview Park Rd,Eagan,MN,44.812806,-93.145308,350000.0,FOR_SALE,25,55123_6,"For sale: $350,000. This wonderfully updated home begins with a newer roof. Kitchen upgrades include granite counter tops, hardware, faucets and lighting. Large master suite and 2 spacious bedrooms on upper level. Plenty of storage with unfinished utility/laundry room. Close to shopping, parks and walking trails. Comes with 1 year home warranty provided by seller. This is a must see!"
4,3,0,0,0,0,,,,,['Hardwood'],,,['Central'],True,,,,,True,False,,,2380.0,,,,['Attached Garage'],2,,False,True,,False,,False,,,,,,,,,,,,,,,,,,,,,,False,0.24 acres,,,,False,104509202160,False,False,,,,Single Family,,,,,,,False,1998,,False,,,,,,,,,,,,,,,True,False,,,,,Rosemount-Apple Valley-Eagan #196,,Rosemount-Apple Valley-Eagan #196,,Rosemount-Apple Valley-Eagan #196,,,False,Eagan,5472872,,[],55123,980 Coneflower Ct,Eagan,MN,44.801863,-93.139789,430000.0,FOR_SALE,32,55123_7,"For sale: $430,000. Move-in ready, meticulously cared for, exceptionally clean original owner home. Open floor plan. Kitchen has Cambria counters-2016. SS appl. Engineered hardwood flooring-kit/DR. Loads of natural light. 3 of 4 BRs on UL. 16x13 MABR w/walk-in closet, private &frac34; MABA. All BAs updated-2018. 4th BR or home office on main floor. 3-season screened porch. Andersen patio door and windows throughout majority of home-2008. New carpet-2016: LR, stairs, UL. High efficiency furnace &amp; AC-2009. Commers water softener-2004. Water heater-2006. Roof, vinyl siding and metal gutters-2013. Cedar front painted-2013. Highly desired ISD196. Less than five minutes to 1800+ acre Lebanon Hills Regional Park. Home located in an interior cul-de-sac. Peaceful and quiet all in the heart of Eagan. 1 yr. HSA Home Warranty provided to Buyer, paid for by Seller."
2,2,0,0,0,0,,,,,['Hardwood'],"['Forced air', 'Other']",True,['Central'],True,,,,,True,False,,,1160.0,,,,['Detached Garage'],1,,False,True,,False,,False,,,,1,,,,,,"['Brick', 'Metal', 'Stone', 'Vinyl']",,,,,,,,,,,,False,,,,,False,104505004271,False,False,,,,Condo,,,,Other,,,False,,,False,,,,,,,,,,,,,,,True,False,,Other,,,Rosemount-Apple Valley-Eagan #196,,Rosemount-Apple Valley-Eagan #196,,Rosemount-Apple Valley-Eagan #196,,,False,Eagan,5546787,,[],55123,3579 Blue Jay Way APT 203,Eagan,MN,44.829546,-93.143518,175000.0,FOR_SALE,34,55123_8,"For sale: $175,000. Adorable 2 bed 2 bath home convenient to shopping, dining &amp; quick freeway access. This development has an outdoor swimming pool, Volleyball court, fitness center, sauna, hot tub &amp; party room. The home features newer carpet, newer paint &amp; Hickory wood laminate floors in foyer entry, hallway &amp; dining room/den. Living Room has a vaulted ceiling, ceiling fan, over-sized windows for wonderful light &amp; a brick front wood burning FP w/a custom wood mantle. The spacious kitchen features an extraordinary amount of cabinet space &amp; a corner window over sink. The Dining room which current owner has set up as a sitting room/ den area is off the kitchen. The master bedroom offers a walk-in closet, full bath w/double sinks, over-sized whirlpool tub w/tiled walls &amp; ceramic tile flooring. 2nd bedroom has a large closet w/slider doors &amp; offers a custom closet organizer. Spare bath has full tub &amp; ceramic floors. Enjoy a quite evening on the covered deck offering beautiful private views of the yard space."
4,3,2,0,1,0,,,,,,,,,,,,,,,False,,,3270.0,,,,,3,,False,True,,False,,False,,,,2,,,,,,,,,,,,,,,,,,False,,,,,False,,False,False,,,,Single Family,,,,,,,True,,,False,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,False,Eagan,,,[],55123,"The Madison Plan, The Ridge",Eagan,MN,44.7831,-93.157,617000.0,FOR_SALE,21,55123_9,"For sale: $617,000. We are Open! Call or Email the Sales Agent for appointment or community information!Located in a central, high-demand area of Eagan, the homes are thoughtfully designed offering main level offices, gourmet kitchens, formal dining, walk-in pantries, upstairs laundry, spacious game rooms, Jack &amp; Jill baths and amazing owner's suites. Plus high-end amenities, such as, James Hardie&reg; Siding, hardwood floors, maple cabinets, Electrolux Appliances, granite kitchen countertops, ceramic and luxury vinyl tile and more. The gorgeous new homes in The Ridge back up to the beautiful Lebanon Hills Regional Park which features camping, horse back riding, fishing, swimming, walking and biking trails, ice skating, snow shoeing and more activities for all seasons. The Ridge offers 35 homes in a private setting, many with walk-out home sites. Click the Blue Schedule a visit button to start planning your dream home in The Ridge today! The Ridge Included Features"
